seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
6,30,300,5,0.2,1.0,440.4747357194434,oracle,0.0,0.0,5,1.0,"[13, 14, 21, 23, 29]",5,0.6,0.6,0.4,1.0,0.0,3.504765272140503
6,30,300,5,0.2,1.0,440.4747357194434,oracle,4.404747357194434,0.01,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.994112014770508
6,30,300,5,0.2,1.0,440.4747357194434,oracle,6.694824325807466,0.01519911082952934,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.773655652999878
6,30,300,5,0.2,1.0,440.4747357194434,oracle,10.175537691217672,0.023101297000831605,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.8886020183563232
6,30,300,5,0.2,1.0,440.4747357194434,oracle,15.465912511887039,0.03511191734215131,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.971133232116699
6,30,300,5,0.2,1.0,440.4747357194434,oracle,23.50681183479756,0.0533669923120631,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.9260191917419434
6,30,300,5,0.2,1.0,440.4747357194434,oracle,35.728263832598,0.08111308307896872,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.924450159072876
6,30,300,5,0.2,1.0,440.4747357194434,oracle,54.30378417383215,0.12328467394420659,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.8808701038360596
6,30,300,5,0.2,1.0,440.4747357194434,oracle,82.53692341209162,0.1873817422860384,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.807560920715332
6,30,300,5,0.2,1.0,440.4747357194434,oracle,125.44878464687554,0.2848035868435802,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.7550089359283447
6,30,300,5,0.2,1.0,440.4747357194434,oracle,190.67099812776198,0.43287612810830595,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.7716827392578125
6,30,300,5,0.2,1.0,440.4747357194434,oracle,289.80296325208354,0.6579332246575682,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.8630800247192383
6,30,300,5,0.2,1.0,440.4747357194434,oracle,440.4747357194434,1.0,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.7788190841674805
6,30,300,5,0.2,1.0,440.4747357194434,oracle,948.974050716595,2.154434690031884,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.7677907943725586
6,30,300,5,0.2,1.0,440.4747357194434,oracle,2044.502614803908,4.641588833612778,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.817350149154663
6,30,300,5,0.2,1.0,440.4747357194434,oracle,4404.747357194434,10.0,5,1.0,"[13, 19, 21, 23, 29]",5,0.8,0.8,0.2,1.0,0.0,3.830878973007202
6,30,300,5,0.2,1.0,440.4747357194434,uniform,0.0,0.0,5,1.0,"[13, 14, 21, 23, 29]",5,0.6,0.6,0.4,1.0,0.0,3.5840158462524414
6,30,300,5,0.2,1.0,440.4747357194434,uniform,4.404747357194434,0.01,5,1.0,"[13, 14, 21, 23, 29]",5,0.6,0.6,0.4,1.0,0.0,3.5818099975585938
6,30,300,5,0.2,1.0,440.4747357194434,uniform,6.694824325807466,0.01519911082952934,5,1.0,"[13, 14, 21, 23, 29]",5,0.6,0.6,0.4,1.0,0.0,3.554250955581665
