seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
13,30,300,5,0.2,1.0,314.5963029770208,oracle,0.0,0.0,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.6942052841186523
13,30,300,5,0.2,1.0,314.5963029770208,oracle,3.145963029770208,0.01,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.5883841514587402
13,30,300,5,0.2,1.0,314.5963029770208,oracle,4.78158407550793,0.01519911082952934,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.5795559883117676
13,30,300,5,0.2,1.0,314.5963029770208,oracle,7.267582630435761,0.023101297000831605,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.686251163482666
13,30,300,5,0.2,1.0,314.5963029770208,oracle,11.046079386275544,0.03511191734215131,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7150509357452393
13,30,300,5,0.2,1.0,314.5963029770208,oracle,16.78905848237814,0.0533669923120631,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.707772970199585
13,30,300,5,0.2,1.0,314.5963029770208,oracle,25.517876059711504,0.08111308307896872,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.627587080001831
13,30,300,5,0.2,1.0,314.5963029770208,oracle,38.784902636574834,0.12328467394420659,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7354953289031982
13,30,300,5,0.2,1.0,314.5963029770208,oracle,58.94960336858057,0.1873817422860384,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.749370813369751
13,30,300,5,0.2,1.0,314.5963029770208,oracle,89.59815549558522,0.2848035868435802,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7857139110565186
13,30,300,5,0.2,1.0,314.5963029770208,oracle,136.1812295498803,0.43287612810830595,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7385091781616211
13,30,300,5,0.2,1.0,314.5963029770208,oracle,206.9833600830206,0.6579332246575682,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7709610462188721
13,30,300,5,0.2,1.0,314.5963029770208,oracle,314.5963029770208,1.0,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.8094947338104248
13,30,300,5,0.2,1.0,314.5963029770208,oracle,677.7771884894744,2.154434690031884,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7735600471496582
13,30,300,5,0.2,1.0,314.5963029770208,oracle,1460.2266869940022,4.641588833612778,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7843267917633057
13,30,300,5,0.2,1.0,314.5963029770208,oracle,3145.963029770208,10.0,5,1.0,"[10, 17, 18, 24, 26]",5,0.8,0.8,0.2,1.0,0.0,0.7463119029998779
13,30,300,5,0.2,1.0,314.5963029770208,uniform,0.0,0.0,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.947120189666748
13,30,300,5,0.2,1.0,314.5963029770208,uniform,3.145963029770208,0.01,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.8739259243011475
13,30,300,5,0.2,1.0,314.5963029770208,uniform,4.78158407550793,0.01519911082952934,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.8783819675445557
13,30,300,5,0.2,1.0,314.5963029770208,uniform,7.267582630435761,0.023101297000831605,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.8901698589324951
13,30,300,5,0.2,1.0,314.5963029770208,uniform,11.046079386275544,0.03511191734215131,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.9382450580596924
13,30,300,5,0.2,1.0,314.5963029770208,uniform,16.78905848237814,0.0533669923120631,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.9050261974334717
13,30,300,5,0.2,1.0,314.5963029770208,uniform,25.517876059711504,0.08111308307896872,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.9434611797332764
13,30,300,5,0.2,1.0,314.5963029770208,uniform,38.784902636574834,0.12328467394420659,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.9089949131011963
13,30,300,5,0.2,1.0,314.5963029770208,uniform,58.94960336858057,0.1873817422860384,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.9355010986328125
13,30,300,5,0.2,1.0,314.5963029770208,uniform,89.59815549558522,0.2848035868435802,5,1.0,"[6, 17, 24, 26]",4,0.8,1.0,0.0,1.0,0.0,0.937349796295166
