seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
11,30,300,5,0.2,1.0,361.40791749345817,oracle,0.0,0.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.6711399555206299
11,30,300,5,0.2,1.0,361.40791749345817,oracle,3.6140791749345818,0.01,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.7369952201843262
11,30,300,5,0.2,1.0,361.40791749345817,oracle,5.493078992652466,0.01519911082952934,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.736598014831543
11,30,300,5,0.2,1.0,361.40791749345817,oracle,8.348991640468421,0.023101297000831605,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.7034780979156494
11,30,300,5,0.2,1.0,361.40791749345817,oracle,12.689724925829342,0.03511191734215131,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.7921919822692871
11,30,300,5,0.2,1.0,361.40791749345817,oracle,19.287253554392116,0.0533669923120631,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.7994539737701416
11,30,300,5,0.2,1.0,361.40791749345817,oracle,29.314910437043945,0.08111308307896872,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.8419818878173828
11,30,300,5,0.2,1.0,361.40791749345817,oracle,44.556057269035705,0.12328467394420659,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.8681802749633789
11,30,300,5,0.2,1.0,361.40791749345817,oracle,67.72124525589301,0.1873817422860384,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.897392988204956
11,30,300,5,0.2,1.0,361.40791749345817,oracle,102.93027121580559,0.2848035868435802,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.9015522003173828
11,30,300,5,0.2,1.0,361.40791749345817,oracle,156.44485999225427,0.43287612810830595,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.947005033493042
11,30,300,5,0.2,1.0,361.40791749345817,oracle,237.7822765732473,0.6579332246575682,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.9335658550262451
11,30,300,5,0.2,1.0,361.40791749345817,oracle,361.40791749345817,1.0,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.9263741970062256
11,30,300,5,0.2,1.0,361.40791749345817,oracle,778.6297547000872,2.154434690031884,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,0.9232337474822998
11,30,300,5,0.2,1.0,361.40791749345817,oracle,1677.5069542168837,4.641588833612778,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,1.0735411643981934
11,30,300,5,0.2,1.0,361.40791749345817,oracle,3614.0791749345817,10.0,5,1.0,"[7, 8, 9, 18, 28]",5,0.8,0.8,0.2,1.0,0.0,1.0654637813568115
11,30,300,5,0.2,1.0,361.40791749345817,uniform,0.0,0.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8481020927429199
11,30,300,5,0.2,1.0,361.40791749345817,uniform,3.6140791749345818,0.01,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8309650421142578
11,30,300,5,0.2,1.0,361.40791749345817,uniform,5.493078992652466,0.01519911082952934,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8309698104858398
11,30,300,5,0.2,1.0,361.40791749345817,uniform,8.348991640468421,0.023101297000831605,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8882172107696533
11,30,300,5,0.2,1.0,361.40791749345817,uniform,12.689724925829342,0.03511191734215131,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8725278377532959
11,30,300,5,0.2,1.0,361.40791749345817,uniform,19.287253554392116,0.0533669923120631,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8922157287597656
11,30,300,5,0.2,1.0,361.40791749345817,uniform,29.314910437043945,0.08111308307896872,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8619341850280762
11,30,300,5,0.2,1.0,361.40791749345817,uniform,44.556057269035705,0.12328467394420659,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8980848789215088
11,30,300,5,0.2,1.0,361.40791749345817,uniform,67.72124525589301,0.1873817422860384,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9581890106201172
11,30,300,5,0.2,1.0,361.40791749345817,uniform,102.93027121580559,0.2848035868435802,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.892484188079834
11,30,300,5,0.2,1.0,361.40791749345817,uniform,156.44485999225427,0.43287612810830595,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9089338779449463
11,30,300,5,0.2,1.0,361.40791749345817,uniform,237.7822765732473,0.6579332246575682,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8948750495910645
11,30,300,5,0.2,1.0,361.40791749345817,uniform,361.40791749345817,1.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9040298461914062
11,30,300,5,0.2,1.0,361.40791749345817,uniform,778.6297547000872,2.154434690031884,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9711122512817383
11,30,300,5,0.2,1.0,361.40791749345817,uniform,1677.5069542168837,4.641588833612778,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9418089389801025
11,30,300,5,0.2,1.0,361.40791749345817,uniform,3614.0791749345817,10.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9143798351287842
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,0.0,0.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9326772689819336
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,3.6140791749345818,0.01,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9605507850646973
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,5.493078992652466,0.01519911082952934,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9838740825653076
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,8.348991640468421,0.023101297000831605,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9749507904052734
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,12.689724925829342,0.03511191734215131,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9734499454498291
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,19.287253554392116,0.0533669923120631,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.973222017288208
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,29.314910437043945,0.08111308307896872,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9838101863861084
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,44.556057269035705,0.12328467394420659,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9879591464996338
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,67.72124525589301,0.1873817422860384,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9652330875396729
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,102.93027121580559,0.2848035868435802,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9912283420562744
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,156.44485999225427,0.43287612810830595,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9546871185302734
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,237.7822765732473,0.6579332246575682,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9830713272094727
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,361.40791749345817,1.0,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9805319309234619
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,778.6297547000872,2.154434690031884,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9705770015716553
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,1677.5069542168837,4.641588833612778,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9890131950378418
11,30,300,5,0.2,1.0,361.40791749345817,adversarial,3614.0791749345817,10.0,5,1.0,"[0, 1, 3, 21, 22]",5,0.0,0.0,1.0,1.0,0.0,0.9689211845397949
11,30,300,5,0.2,1.0,361.40791749345817,pc,0.0,0.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.951617956161499
11,30,300,5,0.2,1.0,361.40791749345817,pc,3.6140791749345818,0.01,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8983521461486816
11,30,300,5,0.2,1.0,361.40791749345817,pc,5.493078992652466,0.01519911082952934,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9518787860870361
11,30,300,5,0.2,1.0,361.40791749345817,pc,8.348991640468421,0.023101297000831605,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.9256830215454102
11,30,300,5,0.2,1.0,361.40791749345817,pc,12.689724925829342,0.03511191734215131,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8420767784118652
11,30,300,5,0.2,1.0,361.40791749345817,pc,19.287253554392116,0.0533669923120631,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8909108638763428
11,30,300,5,0.2,1.0,361.40791749345817,pc,29.314910437043945,0.08111308307896872,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8745827674865723
11,30,300,5,0.2,1.0,361.40791749345817,pc,44.556057269035705,0.12328467394420659,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,0.8441319465637207
11,30,300,5,0.2,1.0,361.40791749345817,pc,67.72124525589301,0.1873817422860384,5,1.0,"[2, 5, 8, 9, 27]",5,0.4,0.4,0.6,1.0,0.0,0.9529328346252441
11,30,300,5,0.2,1.0,361.40791749345817,pc,102.93027121580559,0.2848035868435802,5,1.0,"[2, 5, 8, 9, 13]",5,0.4,0.4,0.6,1.0,0.0,1.04703688621521
11,30,300,5,0.2,1.0,361.40791749345817,pc,156.44485999225427,0.43287612810830595,5,1.0,"[2, 5, 8, 9, 13]",5,0.4,0.4,0.6,1.0,0.0,1.0860228538513184
11,30,300,5,0.2,1.0,361.40791749345817,pc,237.7822765732473,0.6579332246575682,5,1.0,"[2, 5, 8, 9, 13]",5,0.4,0.4,0.6,1.0,0.0,1.0775220394134521
11,30,300,5,0.2,1.0,361.40791749345817,pc,361.40791749345817,1.0,5,1.0,"[2, 5, 8, 9, 13]",5,0.4,0.4,0.6,1.0,0.0,1.105694055557251
11,30,300,5,0.2,1.0,361.40791749345817,pc,778.6297547000872,2.154434690031884,5,1.0,"[8, 9, 27]",3,0.4,0.6666666666666666,0.3333333333333333,1.0,0.0,0.8668160438537598
11,30,300,5,0.2,1.0,361.40791749345817,pc,1677.5069542168837,4.641588833612778,5,1.0,"[8, 9]",2,0.4,1.0,0.0,1.0,0.0,1.3508732318878174
11,30,300,5,0.2,1.0,361.40791749345817,pc,3614.0791749345817,10.0,5,1.0,"[8, 9]",2,0.4,1.0,0.0,1.0,0.0,1.3435451984405518
11,30,300,5,0.2,1.0,361.40791749345817,ges,0.0,0.0,5,1.0,"[2, 8, 9, 27]",4,0.4,0.5,0.5,1.0,0.0,1.0875439643859863
11,30,300,5,0.2,1.0,361.40791749345817,ges,3.6140791749345818,0.01,5,1.0,"[8, 9, 15, 22, 25]",5,0.4,0.4,0.6,0.8,0.2,1.0710747241973877
11,30,300,5,0.2,1.0,361.40791749345817,ges,5.493078992652466,0.01519911082952934,5,1.0,"[8, 9, 27]",3,0.4,0.6666666666666666,0.3333333333333333,1.0,0.0,0.8729989528656006
11,30,300,5,0.2,1.0,361.40791749345817,ges,8.348991640468421,0.023101297000831605,5,1.0,"[8, 9, 27]",3,0.4,0.6666666666666666,0.3333333333333333,1.0,0.0,0.8825879096984863
