seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
4,30,300,5,0.2,1.0,103.35129380504532,oracle,0.0,0.0,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.512294054031372
4,30,300,5,0.2,1.0,103.35129380504532,oracle,1.033512938050453,0.01,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,4.005199193954468
4,30,300,5,0.2,1.0,103.35129380504532,oracle,1.5708477689181328,0.01519911082952934,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.723673105239868
4,30,300,5,0.2,1.0,103.35129380504532,oracle,2.3875489336105593,0.023101297000831605,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.7950539588928223
4,30,300,5,0.2,1.0,103.35129380504532,oracle,3.6288620852871456,0.03511191734215131,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.7864511013031006
4,30,300,5,0.2,1.0,103.35129380504532,oracle,5.515547701935628,0.0533669923120631,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.755492925643921
4,30,300,5,0.2,1.0,103.35129380504532,oracle,8.383142080727547,0.08111308307896872,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.5828840732574463
4,30,300,5,0.2,1.0,103.35129380504532,oracle,12.741630558466909,0.12328467394420659,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.5864648818969727
4,30,300,5,0.2,1.0,103.35129380504532,oracle,19.36614550070564,0.1873817422860384,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.621490001678467
4,30,300,5,0.2,1.0,103.35129380504532,oracle,29.434819180601597,0.2848035868435802,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.5995378494262695
4,30,300,5,0.2,1.0,103.35129380504532,oracle,44.73830789731196,0.43287612810830595,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.649768114089966
4,30,300,5,0.2,1.0,103.35129380504532,oracle,67.99825000568522,0.6579332246575682,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.580242872238159
4,30,300,5,0.2,1.0,103.35129380504532,oracle,103.35129380504532,1.0,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.599905014038086
4,30,300,5,0.2,1.0,103.35129380504532,oracle,222.66361263326695,2.154434690031884,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.454277753829956
4,30,300,5,0.2,1.0,103.35129380504532,oracle,479.71421126493186,4.641588833612778,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.3442749977111816
4,30,300,5,0.2,1.0,103.35129380504532,oracle,1033.5129380504532,10.0,5,1.0,"[8, 9, 20, 27, 29]",5,0.8,0.8,0.0,0.8,0.0,3.398681163787842
4,30,300,5,0.2,1.0,103.35129380504532,uniform,0.0,0.0,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.5117130279541016
4,30,300,5,0.2,1.0,103.35129380504532,uniform,1.033512938050453,0.01,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.5113892555236816
4,30,300,5,0.2,1.0,103.35129380504532,uniform,1.5708477689181328,0.01519911082952934,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.512608051300049
4,30,300,5,0.2,1.0,103.35129380504532,uniform,2.3875489336105593,0.023101297000831605,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.5148749351501465
4,30,300,5,0.2,1.0,103.35129380504532,uniform,3.6288620852871456,0.03511191734215131,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.5677478313446045
4,30,300,5,0.2,1.0,103.35129380504532,uniform,5.515547701935628,0.0533669923120631,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.4516799449920654
4,30,300,5,0.2,1.0,103.35129380504532,uniform,8.383142080727547,0.08111308307896872,5,1.0,"[8, 20, 27, 29]",4,0.8,1.0,0.0,1.0,0.0,3.485883951187134
