seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
1,30,300,5,0.2,1.0,128.95265180031151,oracle,0.0,0.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3756773471832275
1,30,300,5,0.2,1.0,128.95265180031151,oracle,1.2895265180031152,0.01,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4579029083251953
1,30,300,5,0.2,1.0,128.95265180031151,oracle,1.9599656464746409,0.01519911082952934,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.404470920562744
1,30,300,5,0.2,1.0,128.95265180031151,oracle,2.978973508283819,0.023101297000831605,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.314068078994751
1,30,300,5,0.2,1.0,128.95265180031151,oracle,4.527774851063757,0.03511191734215131,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3001129627227783
1,30,300,5,0.2,1.0,128.95265180031151,oracle,6.881815177247375,0.0533669923120631,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.1446850299835205
1,30,300,5,0.2,1.0,128.95265180031151,oracle,10.459747158731993,0.08111308307896872,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.0972139835357666
1,30,300,5,0.2,1.0,128.95265180031151,oracle,15.89788563144221,0.12328467394420659,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.9695281982421875
1,30,300,5,0.2,1.0,128.95265180031151,oracle,24.163372566747217,0.1873817422860384,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.017098903656006
1,30,300,5,0.2,1.0,128.95265180031151,oracle,36.72617776571998,0.2848035868435802,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.9619226455688477
1,30,300,5,0.2,1.0,128.95265180031151,oracle,55.82052462061742,0.43287612810830595,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.0267038345336914
1,30,300,5,0.2,1.0,128.95265180031151,oracle,84.84223402712352,0.6579332246575682,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.9740850925445557
1,30,300,5,0.2,1.0,128.95265180031151,oracle,128.95265180031151,1.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.8244287967681885
1,30,300,5,0.2,1.0,128.95265180031151,oracle,277.8200664101936,2.154434690031884,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.011058807373047
1,30,300,5,0.2,1.0,128.95265180031151,oracle,598.5451886610826,4.641588833612778,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.9908816814422607
1,30,300,5,0.2,1.0,128.95265180031151,oracle,1289.5265180031151,10.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,2.9951260089874268
1,30,300,5,0.2,1.0,128.95265180031151,uniform,0.0,0.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3595099449157715
1,30,300,5,0.2,1.0,128.95265180031151,uniform,1.2895265180031152,0.01,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4399139881134033
1,30,300,5,0.2,1.0,128.95265180031151,uniform,1.9599656464746409,0.01519911082952934,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.378927230834961
1,30,300,5,0.2,1.0,128.95265180031151,uniform,2.978973508283819,0.023101297000831605,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.343390941619873
1,30,300,5,0.2,1.0,128.95265180031151,uniform,4.527774851063757,0.03511191734215131,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.293834924697876
1,30,300,5,0.2,1.0,128.95265180031151,uniform,6.881815177247375,0.0533669923120631,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.328889846801758
1,30,300,5,0.2,1.0,128.95265180031151,uniform,10.459747158731993,0.08111308307896872,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4815850257873535
1,30,300,5,0.2,1.0,128.95265180031151,uniform,15.89788563144221,0.12328467394420659,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4401931762695312
1,30,300,5,0.2,1.0,128.95265180031151,uniform,24.163372566747217,0.1873817422860384,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3840420246124268
1,30,300,5,0.2,1.0,128.95265180031151,uniform,36.72617776571998,0.2848035868435802,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3696398735046387
1,30,300,5,0.2,1.0,128.95265180031151,uniform,55.82052462061742,0.43287612810830595,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.2958080768585205
1,30,300,5,0.2,1.0,128.95265180031151,uniform,84.84223402712352,0.6579332246575682,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4822771549224854
1,30,300,5,0.2,1.0,128.95265180031151,uniform,128.95265180031151,1.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.286947011947632
1,30,300,5,0.2,1.0,128.95265180031151,uniform,277.8200664101936,2.154434690031884,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.3710269927978516
1,30,300,5,0.2,1.0,128.95265180031151,uniform,598.5451886610826,4.641588833612778,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.392348051071167
1,30,300,5,0.2,1.0,128.95265180031151,uniform,1289.5265180031151,10.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4130871295928955
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,0.0,0.0,5,1.0,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,1.0,0.0,3.4328267574310303
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,1.2895265180031152,0.01,5,1.0,"[15, 20, 26, 27]",4,0.4,0.5,0.5,0.5,0.5,3.5350327491760254
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,1.9599656464746409,0.01519911082952934,5,1.0,"[15, 20, 26, 27]",4,0.4,0.5,0.5,0.5,0.5,3.351364850997925
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,2.978973508283819,0.023101297000831605,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.3638339042663574
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,4.527774851063757,0.03511191734215131,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.3846161365509033
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,6.881815177247375,0.0533669923120631,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.3996710777282715
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,10.459747158731993,0.08111308307896872,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.4178688526153564
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,15.89788563144221,0.12328467394420659,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.2778117656707764
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,24.163372566747217,0.1873817422860384,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.3067409992218018
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,36.72617776571998,0.2848035868435802,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.42486572265625
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,55.82052462061742,0.43287612810830595,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.444977045059204
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,84.84223402712352,0.6579332246575682,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.412832021713257
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,128.95265180031151,1.0,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.462270975112915
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,277.8200664101936,2.154434690031884,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.387624979019165
1,30,300,5,0.2,1.0,128.95265180031151,adversarial,598.5451886610826,4.641588833612778,5,1.0,"[9, 15, 24, 26, 28]",5,0.2,0.2,0.8,0.4,0.6,3.4212141036987305
