seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,K_multiplier,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
7,30,300,5,0.2,1.0,123.57245901636512,oracle,0.0,0.0,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.240112066268921
7,30,300,5,0.2,1.0,123.57245901636512,oracle,1.235724590163651,0.01,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.0949292182922363
7,30,300,5,0.2,1.0,123.57245901636512,oracle,1.8781915000672056,0.01519911082952934,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.1007747650146484
7,30,300,5,0.2,1.0,123.57245901636512,oracle,2.854684076860142,0.023101297000831605,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.056370258331299
7,30,300,5,0.2,1.0,123.57245901636512,oracle,4.338865966748992,0.03511191734215131,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.005207061767578
7,30,300,5,0.2,1.0,123.57245901636512,oracle,6.594690470309089,0.0533669923120631,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.006491184234619
7,30,300,5,0.2,1.0,123.57245901636512,oracle,10.02334313446688,0.08111308307896872,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.033874034881592
7,30,300,5,0.2,1.0,123.57245901636512,oracle,15.234590318316405,0.12328467394420659,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.9862070083618164
7,30,300,5,0.2,1.0,123.57245901636512,oracle,23.15522266905657,0.1873817422860384,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.0147619247436523
7,30,300,5,0.2,1.0,123.57245901636512,oracle,35.1938795629421,0.2848035868435802,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,3.00071120262146
7,30,300,5,0.2,1.0,123.57245901636512,oracle,53.49156759982645,0.43287612810830595,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.9523472785949707
7,30,300,5,0.2,1.0,123.57245901636512,oracle,81.30242643950228,0.6579332246575682,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.904726982116699
7,30,300,5,0.2,1.0,123.57245901636512,oracle,123.57245901636512,1.0,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.940708875656128
7,30,300,5,0.2,1.0,123.57245901636512,oracle,266.2287924374003,2.154434690031884,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.9361748695373535
7,30,300,5,0.2,1.0,123.57245901636512,oracle,573.572545912433,4.641588833612778,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.9614710807800293
7,30,300,5,0.2,1.0,123.57245901636512,oracle,1235.724590163651,10.0,5,1.0,"[6, 9, 17, 18, 23]",5,1.0,1.0,0.0,1.0,0.0,2.9174931049346924
