seed,n,p_edge,q_source,paradigm,mu_star_rel,k_actual,S_recall,S_precision,correlate_inclusion,causal_precision,auc_star,stability_star,log_loss_star
0,300,0.2,oracle,control,1.0,8,0.8,0.5,0.125,0.875,0.9971111111111112,0.6427622377622378,0.08607149335614672
0,300,0.2,uniform,control,1.0,10,0.6,0.3,0.1,0.9,0.9959999999999999,0.4835447885447886,0.09958555004891703
0,300,0.2,adversarial,control,1.0,8,0.2,0.125,0.375,0.625,0.9864444444444445,0.25398363891010944,0.17068498447506555
0,300,0.2,ges,score,1.0,7,0.8,0.5714285714285714,0.0,1.0,0.9984444444444446,0.6763888888888889,0.07127155859122557
0,300,0.2,bootstrap_l1,stability,1.0,8,0.6,0.375,0.0,1.0,0.9982222222222223,0.7655555555555555,0.05895663508834927
0,300,0.2,iamb,constraint-local,1.0,9,0.8,0.4444444444444444,0.0,1.0,0.9988888888888889,0.8,0.04910953044178048
0,300,0.2,pc_stable,constraint-global,1.0,9,0.6,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.9926666666666666,0.4608019758019758,0.10373163469524045
0,300,0.2,dagma,continuous-opt,1.0,10,0.6,0.3,0.1,0.9,0.9975555555555555,0.6531818181818181,0.06147190454040959
0,300,0.2,gs,constraint-local,1.0,9,0.8,0.4444444444444444,0.0,1.0,0.9964444444444446,0.6195454545454546,0.06775218178134702
0,300,0.2,inter_iamb,constraint-local,1.0,8,0.8,0.5,0.0,1.0,0.9991111111111112,0.767979797979798,0.049320446843224924
10,300,0.2,oracle,control,1.0,8,1.0,0.625,0.0,1.0,0.9953333333333333,0.6043006993006992,0.07714085669825595
10,300,0.2,uniform,control,1.0,10,0.8,0.4,0.2,0.8,0.994,0.4407509157509157,0.11270110713443396
10,300,0.2,adversarial,control,1.0,9,0.2,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.9806666666666667,0.354757326007326,0.2640844931355091
10,300,0.2,ges,score,1.0,9,1.0,0.5555555555555556,0.0,1.0,0.994,0.7497222222222223,0.0901504629432548
10,300,0.2,bootstrap_l1,stability,1.0,9,0.4,0.2222222222222222,0.1111111111111111,0.8888888888888888,0.9928888888888888,0.7219696969696969,0.11584953891740493
10,300,0.2,iamb,constraint-local,1.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.994,0.6839898989898989,0.09356137680253296
10,300,0.2,pc_stable,constraint-global,1.0,10,0.8,0.4,0.2,0.8,0.9915555555555556,0.6288461538461539,0.12065918967321243
10,300,0.2,dagma,continuous-opt,1.0,8,1.0,0.625,0.0,1.0,0.9917777777777778,0.6708333333333332,0.12041801705380244
10,300,0.2,gs,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9968888888888889,0.6171212121212121,0.06730837130815821
10,300,0.2,inter_iamb,constraint-local,1.0,8,1.0,0.625,0.125,0.875,0.9966666666666667,0.7247619047619047,0.08347079458880415
11,300,0.2,oracle,control,1.0,9,0.8,0.4444444444444444,0.0,1.0,0.9988888888888889,0.4290675990675991,0.04025308194483734
11,300,0.2,uniform,control,1.0,6,0.4,0.3333333333333333,0.0,1.0,0.9953333333333333,0.3950252525252525,0.07819112393652496
11,300,0.2,adversarial,control,1.0,8,0.0,0.0,0.0,1.0,0.9973333333333333,0.454090909090909,0.07440225794362072
11,300,0.2,ges,score,1.0,7,0.6,0.42857142857142855,0.0,1.0,0.9993333333333332,0.7007142857142857,0.03163564943303872
11,300,0.2,bootstrap_l1,stability,1.0,7,0.4,0.2857142857142857,0.0,1.0,0.9995555555555555,0.6467676767676768,0.04037434581044579
11,300,0.2,iamb,constraint-local,1.0,8,1.0,0.625,0.0,1.0,0.9995555555555555,0.5887878787878786,0.035708296727275754
11,300,0.2,pc_stable,constraint-global,1.0,8,0.6,0.375,0.0,1.0,0.9997777777777778,0.5597727272727273,0.02595872648653174
11,300,0.2,dagma,continuous-opt,1.0,5,0.4,0.4,0.0,1.0,0.999111111111111,0.4818686868686869,0.04105421600652169
11,300,0.2,gs,constraint-local,1.0,6,0.8,0.6666666666666666,0.0,1.0,0.9991111111111112,0.5015873015873016,0.03188183646872074
11,300,0.2,inter_iamb,constraint-local,1.0,8,1.0,0.625,0.0,1.0,1.0,0.6114141414141413,0.027267750581501694
12,300,0.2,oracle,control,1.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9982222222222221,0.7411111111111112,0.05932505593826023
12,300,0.2,uniform,control,1.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9975555555555555,0.5478338328338328,0.06330441698096957
12,300,0.2,adversarial,control,1.0,10,0.2,0.1,0.2,0.8,0.9897777777777778,0.5706060606060606,0.14476856126825885
12,300,0.2,ges,score,1.0,7,0.8,0.5714285714285714,0.0,1.0,0.9435555555555555,0.743452380952381,0.47259467649907927
12,300,0.2,bootstrap_l1,stability,1.0,9,0.8,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.9982222222222223,0.7406060606060606,0.05095924521775802
12,300,0.2,iamb,constraint-local,1.0,6,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.999111111111111,0.712034632034632,0.040901587304111996
12,300,0.2,pc_stable,constraint-global,1.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9984444444444444,0.6936111111111111,0.06351960271863438
12,300,0.2,dagma,continuous-opt,1.0,9,0.8,0.4444444444444444,0.2222222222222222,0.7777777777777778,0.9962222222222221,0.596919191919192,0.07708648292861545
12,300,0.2,gs,constraint-local,1.0,8,1.0,0.625,0.125,0.875,0.9993333333333332,0.7430555555555556,0.040874381671572174
12,300,0.2,inter_iamb,constraint-local,1.0,9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.9993333333333332,0.7633333333333334,0.04594214233462227
13,300,0.2,oracle,control,1.0,9,1.0,0.5555555555555556,0.0,1.0,0.9906666666666666,0.631439393939394,0.12769849650343962
13,300,0.2,uniform,control,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9913333333333334,0.4884615384615385,0.17474036375913243
13,300,0.2,adversarial,control,1.0,9,0.0,0.0,0.1111111111111111,0.8888888888888888,0.9895555555555557,0.3558974358974359,0.16157872772589915
13,300,0.2,ges,score,1.0,6,1.0,0.8333333333333334,0.0,1.0,0.9935555555555556,0.7738095238095238,0.1305882291017707
13,300,0.2,bootstrap_l1,stability,1.0,9,0.6,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.9855555555555554,0.8861111111111113,0.3008621437171553
13,300,0.2,iamb,constraint-local,1.0,8,1.0,0.625,0.0,1.0,0.9946666666666666,0.6866666666666668,0.1046310957331252
13,300,0.2,pc_stable,constraint-global,1.0,8,0.6,0.375,0.125,0.875,0.9906666666666666,0.4281684981684982,0.23743585035733963
13,300,0.2,dagma,continuous-opt,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9847777777777778,0.6505555555555556,0.28625574328955555
13,300,0.2,gs,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9964444444444445,0.9,0.08321735878841226
13,300,0.2,inter_iamb,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9973333333333334,0.7715873015873016,0.08207810381755773
14,300,0.2,oracle,control,1.0,5,1.0,1.0,0.0,1.0,0.9968888888888889,0.4144444444444444,0.0791993919452067
14,300,0.2,uniform,control,1.0,10,0.8,0.4,0.3,0.6,0.9964444444444445,0.45938311688311695,0.08452977979516652
14,300,0.2,adversarial,control,1.0,10,0.0,0.0,0.4,0.5,0.9915555555555555,0.5305749805749806,0.14822075511434818
14,300,0.2,ges,score,1.0,8,0.8,0.5,0.25,0.75,0.9991111111111112,0.5095959595959596,0.045017698827186176
14,300,0.2,bootstrap_l1,stability,1.0,9,0.4,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.9986666666666666,0.7627272727272728,0.05395357234254825
14,300,0.2,iamb,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9993333333333332,0.6493939393939394,0.046043230653793954
14,300,0.2,pc_stable,constraint-global,1.0,10,0.8,0.4,0.3,0.6,0.9988888888888889,0.4956060606060606,0.08560580718245
14,300,0.2,dagma,continuous-opt,1.0,9,0.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.9977777777777778,0.6501010101010102,0.06614449426637437
14,300,0.2,gs,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9986666666666666,0.6046031746031745,0.05076886008743879
14,300,0.2,inter_iamb,constraint-local,1.0,8,1.0,0.625,0.0,0.875,0.9982222222222223,0.5741666666666666,0.05292116655157107
15,300,0.2,oracle,control,1.0,10,1.0,0.5,0.3,0.6,0.9935555555555556,0.647062937062937,0.10433343136083899
15,300,0.2,uniform,control,1.0,10,1.0,0.5,0.3,0.6,0.9880000000000001,0.5737121212121212,0.1831386570866784
15,300,0.2,adversarial,control,1.0,7,0.2,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.977111111111111,0.35672161172161176,0.20406208719417113
15,300,0.2,ges,score,1.0,6,1.0,0.8333333333333334,0.0,1.0,0.9940000000000001,0.7426587301587301,0.11391516165140372
15,300,0.2,bootstrap_l1,stability,1.0,10,1.0,0.5,0.2,0.7,0.9937777777777779,0.7240909090909091,0.17421453317041885
15,300,0.2,iamb,constraint-local,1.0,8,1.0,0.625,0.125,0.875,0.9911111111111112,0.7236111111111112,0.11919788472781741
15,300,0.2,pc_stable,constraint-global,1.0,8,1.0,0.625,0.125,0.75,0.9706666666666667,0.5741919191919191,0.32504323697708604
15,300,0.2,dagma,continuous-opt,1.0,6,1.0,0.8333333333333334,0.0,0.8333333333333334,0.9871111111111113,0.6484920634920635,0.15025063315766712
15,300,0.2,gs,constraint-local,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9953333333333335,0.9,0.08519515151088827
15,300,0.2,inter_iamb,constraint-local,1.0,9,1.0,0.5555555555555556,0.1111111111111111,0.8888888888888888,0.9951111111111111,0.7044444444444444,0.10882253806456763
16,300,0.2,oracle,control,1.0,5,0.8,0.8,0.0,1.0,0.9975555555555555,0.4988492063492063,0.07109143723580835
16,300,0.2,uniform,control,1.0,5,0.8,0.8,0.0,1.0,0.9975555555555555,0.3736868686868687,0.08076849967991243
16,300,0.2,adversarial,control,1.0,6,0.0,0.0,0.5,0.5,0.9962222222222221,0.37084415584415586,0.09141638858692194
16,300,0.2,ges,score,1.0,8,1.0,0.625,0.25,0.75,0.9984444444444446,0.6173989898989898,0.05546854626780269
16,300,0.2,bootstrap_l1,stability,1.0,8,0.6,0.375,0.125,0.75,0.9964444444444445,0.7013888888888887,0.0963391037742822
16,300,0.2,iamb,constraint-local,1.0,5,0.8,0.8,0.0,1.0,0.9988888888888889,0.6249999999999999,0.04699288195295147
16,300,0.2,pc_stable,constraint-global,1.0,8,0.8,0.5,0.375,0.625,0.9977777777777778,0.33612276612276604,0.0737203986019576
16,300,0.2,dagma,continuous-opt,1.0,5,0.4,0.4,0.4,0.6,0.9960000000000001,0.5223412698412699,0.07879221720199911
16,300,0.2,gs,constraint-local,1.0,5,0.8,0.8,0.0,1.0,0.9986666666666666,0.6333333333333334,0.05132943894521645
16,300,0.2,inter_iamb,constraint-local,1.0,5,0.8,0.8,0.0,1.0,0.9973333333333333,0.5407251082251082,0.0884715358309257
17,300,0.2,oracle,control,1.0,7,1.0,0.7142857142857143,0.0,1.0,0.9988888888888889,0.6721717171717172,0.06442849117071699
17,300,0.2,uniform,control,1.0,8,0.6,0.375,0.125,0.75,0.9926666666666666,0.5387878787878788,0.10257055121550238
17,300,0.2,adversarial,control,1.0,9,0.0,0.0,0.1111111111111111,0.7777777777777778,0.986,0.5947222222222222,0.22459336919319192
17,300,0.2,ges,score,1.0,9,1.0,0.5555555555555556,0.0,1.0,0.9993333333333334,0.8544444444444445,0.03536714808195225
