mu_rel,S_star_in_MAP,Delta,eps_easy,eps_star,slack,transition
0.01,True,3.2157319865272225,0.14952095416080963,0.44856286248242894,3.0000000000000004,False
0.01873817422860384,True,6.347915758413812,0.15751651559181748,0.47254954677545247,3.0,False
0.03511191734215131,True,12.217056281775463,0.16178350624600982,0.4853505187380294,3.0,False
0.0657933224657568,True,23.21475405166644,0.16406067082038903,0.4921820124611671,3.0,False
0.12328467394420659,True,43.82243174424089,0.1652759250637309,0.49582777519119264,2.9999999999999996,False
0.2310129700083159,True,82.43745724927822,0.16592446970234725,0.49777340910704176,3.0,False
0.4328761281083057,True,154.79496482481534,0.166270578469778,0.498811735409334,3.0,False
0.8111308307896867,True,290.3797231946089,0.1664552863090841,0.4993658589272523,3.0,False
1.5199110829529332,True,544.4408057022433,0.16655385932748634,0.49966157798245897,2.9999999999999996,False
2.848035868435799,True,1020.5048885758179,0.16660646478263885,0.49981939434791656,3.0,False
5.336699231206307,True,1912.5620614623726,0.1666345387318458,0.4999036161955374,3.0,False
10.0,True,3584.11433420478,0.16664952095416086,0.49994856286248257,3.0,False
