auc_vanilla,auc_causal,auc_iamb_soft_cg,auc_iamb_soft_fz,auc_cfs_iamb,auc_cfs_hiton_mb,auc_cfs_cg
0.6883653152503246,0.7146228698760801,0.6984655092258613,0.7169691723176069,0.7373619327017105,0.7225652863944597,0.6000634829029
0.6526475256095802,0.6647900735824556,0.6631430449349942,0.7328985716346847,0.7290171371775758,0.7290171371775758,0.5155032943779156
0.6405947514387854,0.6455406466919958,0.6379172477917248,0.65782298529954,0.6763404350823193,0.6680511069430417,0.5097702752528895
0.6579688677279213,0.7116795716507158,0.6591923564019943,0.7367428140880744,0.7474864938520978,0.7309078375735425,0.5934192596867536
0.6855836098687056,0.7013363471681175,0.6791128424630084,0.7172987704195323,0.6854723544782699,0.7247156895750172,0.4964138572275926
0.6997983295660397,0.7051421151349012,0.7098735151252825,0.7327776976225973,0.7506721813430802,0.7506721813430802,0.6006309815803396
0.7336077846711232,0.7472348065855496,0.7341140447907148,0.756203530034146,0.7288959425447666,0.7465271966527196,0.6043594799531894
0.7048253418618445,0.7048253418618445,0.705587777938088,0.7585408550954649,0.7104855800830409,0.7445313326600299,0.5952083233139358
0.6946193430481412,0.7278731624424887,0.7038682890075186,0.7505811250581125,0.7539540550505779,0.730658715272768,0.513169175523814
0.6844062905785601,0.7214238766251464,0.7305570785039838,0.7256993539492459,0.7475034867503486,0.7475034867503486,0.5999775565494798
0.6910056268936661,0.7146805816059892,0.6989855560364866,0.7426185094342648,0.7602138540213854,0.7574619663668862,0.6043594799531894
0.7316410971641097,0.7275397168919028,0.7296311258596643,0.7443623655396848,0.742278010227801,0.7397540839064429,0.5768861315506821
0.6847253081966687,0.6892293880953525,0.702459481556293,0.7427490020680036,0.7092268231295789,0.7102941695121754,0.6125327433912053
0.674068516648231,0.7216444636816878,0.690162073774828,0.7389881210022603,0.7401458824283813,0.7401458824283813,0.4870373042209718
0.7226557014379841,0.698182401128585,0.7182789079658218,0.7568210455441735,0.7473643373571234,0.7423703489956555,0.5229452219496947
0.7011981596370573,0.7058471601019575,0.7194575097388544,0.7608037961493452,0.7539883614678017,0.7539883614678017,0.6018150339056414
0.6371907212363134,0.6654826143413649,0.6697016624184421,0.6949511854951186,0.7253088379101942,0.7253088379101942,0.6066801327369786
0.6838577085237019,0.6921053559691562,0.6718706616008593,0.7413308966158482,0.7355783196267975,0.7355783196267975,0.5774462559515221
0.6984193398419339,0.7102082431587552,0.6999499831674122,0.7234409015854694,0.717148078680325,0.7072460283108098,0.5934192596867536
0.7001558216707546,0.7039340162554706,0.7019827185430996,0.7177768159156127,0.7253072348065857,0.7207999487006844,0.5925856458102887
0.7192289071642699,0.7190980939098095,0.7296593404831755,0.7285031821606631,0.7356030074223697,0.7380714663588707,0.5454643389602271
0.6991744016415781,0.7089373026178682,0.7056050914570609,0.7456573526347008,0.7384289584635855,0.7328501579057054,0.7217060228602574
0.7446547716378911,0.7493053752063995,0.7455143557928149,0.7600346270379454,0.7509405408871576,0.7440600201991054,0.6043594799531894
0.75053207008769,0.7561403677519678,0.7441741611760367,0.7498388880873371,0.7429394507767036,0.7528283556966286,0.5189525321021496
0.7223716314785424,0.7341387325862869,0.7101620737748281,0.7507440003847449,0.7494345853572517,0.7461899036534732,0.5198714310905914
0.7306651276872024,0.7437547892720308,0.7536497859856683,0.7652735696308052,0.7624440917616506,0.7584574937078182,0.5999775565494798
0.7155218903797754,0.7053909168149538,0.7170320139790635,0.7584523637762709,0.7510162073774829,0.7455101877234327,0.6085586495455201
0.7242267429743984,0.7335991279116368,0.7259112842463008,0.7555991599737091,0.7425902948107536,0.7475265714423123,0.6018150339056414
0.7308802641914746,0.7346142131165938,0.7286041776880039,0.7308802641914746,0.7509402202664358,0.749312749482999,0.624160374485003
0.7571192228153706,0.7402529697494348,0.734332708122926,0.7525744240850285,0.7588210776062456,0.7591551643982752,0.6067497074335914
0.7399791596530884,0.7182574263774668,0.7076041616569679,0.7595318937462927,0.7507715737668125,0.7471895990637876,0.6349524679780054
0.7302851921319675,0.7444415588579492,0.7209862293400023,0.7545641962840057,0.749217525128649,0.749217525128649,0.5067073854983247
0.7251142211321118,0.7251142211321118,0.71244585517562,0.7251142211321118,0.7402718863720164,0.7365084403404992,0.5984562112249314
0.7156674521874349,0.7387313038041647,0.705314609083185,0.7318741884287981,0.7458641530002085,0.7354644992705879,0.5479273473444588
0.7481479344010005,0.7503515606213629,0.7341640616233027,0.7480655348755191,0.7502665961301078,0.7473348402507254,0.6067497074335914
0.7043011269818369,0.7388422385738791,0.7369848827329711,0.7541246252745315,0.7286740730053384,0.7416524791997307,0.6049407653216627
0.7017335962423251,0.7274605235736384,0.7071690793375977,0.7547729203738438,0.7170454800493755,0.7561826896872345,0.5004536783212299
0.7312175571907212,0.7315679956395582,0.7297882300133058,0.7415380176020776,0.7591080331521827,0.7563192741146859,0.6085586495455201
0.7362708603857068,0.7556559098414531,0.7378313214383047,0.7567793648503504,0.7505115503615,0.7505115503615,0.6049407653216627
0.7114115327273601,0.7387665720835537,0.7306154314753363,0.7652972955642123,0.7613850815178185,0.7558377017906668,0.6018150339056414
0.7552185831770308,0.7643492200900945,0.7558851536574809,0.7638839994228827,0.7671213068500617,0.7636723897465493,0.7445505699033329
0.7587909392584042,0.7518854101540583,0.7560861828499977,0.7649917440164157,0.7492784430657753,0.7538219593132304,0.622478718799596
0.7585607335802114,0.7559444684909986,0.7585607335802114,0.76530434922009,0.7604578463906123,0.756847977684798,0.6085586495455201
0.7671184212635663,0.7612600394363488,0.7604344410779269,0.7702944901328973,0.76983568188012,0.76983568188012,0.7541060292726719
0.7405549944692926,0.742054858205486,0.749132560637394,0.7545468827650331,0.7500110614148993,0.755979095528944,0.6029109155324709
0.7417396880360378,0.7381987527853926,0.7363330608057199,0.7593353532438802,0.7639061222526811,0.755500729412142,0.6099927860337614
0.7528071947289954,0.7547802946504432,0.7603158114108916,0.7657775854053447,0.7607592298690264,0.7605088250853652,0.5037015662322256
0.7523147213004377,0.76319081742253,0.7462803186969974,0.7660138828772503,0.7562606005226117,0.7489472418602414,0.622478718799596
0.7444242453389763,0.7543689382644801,0.7438747014219529,0.7544266499943891,0.7559980121515253,0.7540165760913128,0.6017848955577999
0.7528129659019861,0.7528129659019861,0.7393000849644914,0.7647717982013178,0.7645255614870389,0.7692704275477324,0.615230766764456
0.7531457702111288,0.7544526202728482,0.7531457702111288,0.7591929976434377,0.7597233043171581,0.7573314737331475,0.4962984337677744
0.7432575065326471,0.738985235415765,0.7399833277224707,0.763902916045464,0.7610990878340468,0.7560489908462783,0.6225736225332245
0.7518610429792077,0.7518610429792077,0.7518610429792077,0.7533884800974687,0.7579406531044102,0.7588845605091457,0.6125327433912053
0.765193414450376,0.7500742236970775,0.7407213966238639,0.7661892624120297,0.7625893329485885,0.7632235207361451,0.5999775565494798
0.7489103704772438,0.7405944308180639,0.7058292053415413,0.7608749739495664,0.7582968627262381,0.7582968627262381,0.6099911829301528
0.7205498645377452,0.7365799387614423,0.7466089549367576,0.757652735696308,0.7553772904342808,0.7528575321823049,0.5999775565494798
0.733030987992754,0.7408506067747158,0.74967697462287,0.7529825742637746,0.7487840459128874,0.75636480225717,0.5819679699899004
0.755163757033617,0.7519873675435644,0.7570028374933873,0.7635114381442472,0.7606422033055996,0.7606422033055996,0.6303217428942434
0.7509148912294202,0.7417089084467529,0.7558271213068499,0.7589015534073967,0.7561916670674427,0.7561916670674427,0.622478718799596
0.7529626957790282,0.7513038041648632,0.7506753875502974,0.7625348274258965,0.7599833277224707,0.7636762371952099,0.5527725676910499
0.7623867006524632,0.764421039131759,0.7665092418923034,0.768479456227256,0.7670248000128248,0.7681431250901746,0.731231343881755
0.7680331521826256,0.7565885955209285,0.7542907068083812,0.761576171467962,0.7579230189647157,0.7611596851504513,0.6183722085958415
0.7638317382452429,0.7638317382452429,0.7644829189310505,0.759425127045961,0.7689517305503454,0.7688488112986742,0.6252867150803956
0.7516244248865805,0.7547690729251832,0.7656336267012936,0.7591718366758043,0.7597973677038746,0.762052293239712,0.6085586495455201
0.7731912983536126,0.7731912983536126,0.7534083585822152,0.7628762884945253,0.7663912534667116,0.762623959986534,0.6185520768207249
0.7539008320107728,0.7491989291267895,0.763648984433864,0.7712887349909425,0.7711415700796743,0.7682579073085494,0.748723127975761
0.7693951490084805,0.7643370365026692,0.7721967328748457,0.769352506452492,0.7705583609868705,0.7715176581862485,0.622478718799596
0.7509844659260329,0.7605315891566071,0.7561031757482487,0.7607451225572709,0.7552282017986822,0.7594004392503888,0.6221298834543677
0.7659468731464113,0.7634771317270235,0.7649212074576379,0.7658183042370029,0.7671148944356275,0.7667404094326616,0.5574927459561712
0.7533955337533462,0.7533955337533462,0.7533955337533462,0.7533955337533462,0.7592753971689191,0.7636351977428302,0.6085586495455201
0.7699664951345805,0.7593610029016175,0.7694599143942673,0.7660677471584989,0.7671764536141971,0.7581468122284744,0.7493111463793904
0.7639118934256721,0.7486933102486414,0.7642395678032671,0.770028374933872,0.767220699273794,0.7616765257538595,0.6070312124272592
0.7684724025713783,0.7696548517930715,0.761864088876064,0.7660327994998316,0.7653902755735104,0.7581352698824926,0.7486471408647141
0.7674893794385932,0.7674893794385932,0.7674893794385932,0.769574696612642,0.7666759646675965,0.7581974703025057,0.6113942192083874
0.7626322961252986,0.7680536719088153,0.7639971785376488,0.7568088619567482,0.7645034386572405,0.7567097901537375,0.5229452219496947
0.7633661969573093,0.7655759149713847,0.7633661969573093,0.7683037560717548,0.7635216980073422,0.7643210054665833,0.7492835729973228
0.7597072732810722,0.761294025232851,0.7547613780278619,0.7597072732810722,0.7595841549239328,0.7647685919941006,0.6193613235223392
0.7665089212715818,0.7636897032655219,0.7644094967857773,0.7653594959842256,0.7676714920085285,0.767813847608971,0.6223838150659677
0.7607464050401576,0.7595783837509418,0.7556485355648536,0.7663219993908207,0.7672251879638979,0.7686416903124449,0.6067497074335914
0.7580159989740137,0.752401609516023,0.7607970631141889,0.7649099857323779,0.7622546049151155,0.7629500312605203,0.6110707129001747
