seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
4,30,300,5,0.1,87.26178563464222,oracle,0.0,0.0,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,16.98589587211609
4,30,300,5,0.1,87.26178563464222,oracle,0.8726178563464222,0.01,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,16.915802478790283
4,30,300,5,0.1,87.26178563464222,oracle,1.6351265427210058,0.01873817422860384,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,16.895780563354492
4,30,300,5,0.1,87.26178563464222,oracle,3.063928604332084,0.03511191734215131,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,16.923089027404785
4,30,300,5,0.1,87.26178563464222,oracle,5.741242801197759,0.0657933224657568,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.564342260360718
4,30,300,5,0.1,87.26178563464222,oracle,10.758040789756116,0.12328467394420659,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.115930557250977
4,30,300,5,0.1,87.26178563464222,oracle,20.158604267687696,0.23101297000831592,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.167566299438477
4,30,300,5,0.1,87.26178563464222,oracle,37.7735438973409,0.4328761281083057,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.132784366607666
4,30,300,5,0.1,87.26178563464222,oracle,70.78072467801891,0.8111308307896868,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,16.903589010238647
4,30,300,5,0.1,87.26178563464222,oracle,132.63015510435577,1.5199110829529332,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.012455940246582
4,30,300,5,0.1,87.26178563464222,oracle,248.5246954312168,2.848035868435799,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,17.027409315109253
4,30,300,5,0.1,87.26178563464222,oracle,465.6899043100847,5.336699231206307,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,13.293949127197266
4,30,300,5,0.1,87.26178563464222,oracle,872.6178563464223,10.0,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.65811824798584
4,30,300,5,0.1,87.26178563464222,uniform,0.0,0.0,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.623371362686157
4,30,300,5,0.1,87.26178563464222,uniform,0.8726178563464222,0.01,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.619998931884766
4,30,300,5,0.1,87.26178563464222,uniform,1.6351265427210058,0.01873817422860384,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.713542461395264
4,30,300,5,0.1,87.26178563464222,uniform,3.063928604332084,0.03511191734215131,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,13.779739141464233
4,30,300,5,0.1,87.26178563464222,uniform,5.741242801197759,0.0657933224657568,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,12.251017808914185
4,30,300,5,0.1,87.26178563464222,uniform,10.758040789756116,0.12328467394420659,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.625488519668579
4,30,300,5,0.1,87.26178563464222,uniform,20.158604267687696,0.23101297000831592,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.6175007820129395
4,30,300,5,0.1,87.26178563464222,uniform,37.7735438973409,0.4328761281083057,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.612165927886963
4,30,300,5,0.1,87.26178563464222,uniform,70.78072467801891,0.8111308307896868,10,"[5, 6, 7, 8, 12, 20, 23, 26, 27, 29]",10,1.0,0.5,0.3,7.706095457077026
