seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
1,30,1000,5,0.2,654.4060421232587,oracle,0.0,0.0,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,24.35240912437439
1,30,1000,5,0.2,654.4060421232587,oracle,6.544060421232587,0.01,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.949066162109375
1,30,1000,5,0.2,654.4060421232587,oracle,12.262374433556685,0.01873817422860384,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.857160568237305
1,30,1000,5,0.2,654.4060421232587,oracle,22.977450859236246,0.03511191734215131,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.763309240341187
1,30,1000,5,0.2,654.4060421232587,oracle,43.055547752955185,0.0657933224657568,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.534982681274414
1,30,1000,5,0.2,654.4060421232587,oracle,80.67823553028467,0.12328467394420659,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.878834009170532
1,30,1000,5,0.2,654.4060421232587,oracle,151.17628338228107,0.23101297000831592,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.95582365989685
1,30,1000,5,0.2,654.4060421232587,oracle,283.27675372499704,0.4328761281083057,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.73786735534668
1,30,1000,5,0.2,654.4060421232587,oracle,530.8089166212296,0.8111308307896868,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.565284490585327
1,30,1000,5,0.2,654.4060421232587,oracle,994.6389961745049,1.5199110829529332,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.540778398513794
1,30,1000,5,0.2,654.4060421232587,oracle,1863.7718804881492,2.848035868435799,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.412095308303833
1,30,1000,5,0.2,654.4060421232587,oracle,3492.3682218959566,5.336699231206307,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.579001426696777
1,30,1000,5,0.2,654.4060421232587,oracle,6544.060421232587,10.0,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,23.46049666404724
1,30,1000,5,0.2,654.4060421232587,uniform,0.0,0.0,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,24.3711416721344
1,30,1000,5,0.2,654.4060421232587,uniform,6.544060421232587,0.01,10,"[1, 7, 13, 15, 27]",5,1.0,1.0,0.0,24.29870629310608
