seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
3,30,300,5,0.7,1.0,17493.418158347613,oracle,0.0,0.0,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.93111777305603
3,30,300,5,0.7,1.0,17493.418158347613,oracle,174.93418158347615,0.01,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,11.14044976234436
3,30,300,5,0.7,1.0,17493.418158347613,oracle,327.7947173049397,0.01873817422860384,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.785167694091797
3,30,300,5,0.7,1.0,17493.418158347613,oracle,614.2274524075901,0.03511191734215131,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.258697032928467
3,30,300,5,0.7,1.0,17493.418158347613,oracle,1150.95010192049,0.0657933224657568,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,9.961796283721924
3,30,300,5,0.7,1.0,17493.418158347613,oracle,2156.6703538215484,0.12328467394420659,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.70749044418335
3,30,300,5,0.7,1.0,17493.418158347613,oracle,4041.206484357286,0.23101297000831592,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.34294843673706
3,30,300,5,0.7,1.0,17493.418158347613,oracle,7572.483119765043,0.4328761281083057,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.947165966033936
3,30,300,5,0.7,1.0,17493.418158347613,oracle,14189.450804131893,0.8111308307896868,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.901198148727417
3,30,300,5,0.7,1.0,17493.418158347613,oracle,26588.440137602625,1.5199110829529332,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,10.788954973220825
3,30,300,5,0.7,1.0,17493.418158347613,oracle,49821.88237652012,2.848035868435799,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,11.013790130615234
3,30,300,5,0.7,1.0,17493.418158347613,oracle,93357.11123682416,5.336699231206307,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,11.159413576126099
3,30,300,5,0.7,1.0,17493.418158347613,oracle,174934.18158347614,10.0,10,"[0, 18, 24, 27]",4,0.0,0.0,1.0,11.031698942184448
3,30,300,5,0.7,1.0,17493.418158347613,uniform,0.0,0.0,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.148641109466553
3,30,300,5,0.7,1.0,17493.418158347613,uniform,174.93418158347615,0.01,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.443477153778076
3,30,300,5,0.7,1.0,17493.418158347613,uniform,327.7947173049397,0.01873817422860384,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.126692533493042
3,30,300,5,0.7,1.0,17493.418158347613,uniform,614.2274524075901,0.03511191734215131,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.773155927658081
3,30,300,5,0.7,1.0,17493.418158347613,uniform,1150.95010192049,0.0657933224657568,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.72824740409851
3,30,300,5,0.7,1.0,17493.418158347613,uniform,2156.6703538215484,0.12328467394420659,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,10.696897745132446
3,30,300,5,0.7,1.0,17493.418158347613,uniform,4041.206484357286,0.23101297000831592,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.056079626083374
3,30,300,5,0.7,1.0,17493.418158347613,uniform,7572.483119765043,0.4328761281083057,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.075509071350098
3,30,300,5,0.7,1.0,17493.418158347613,uniform,14189.450804131893,0.8111308307896868,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.504504203796387
3,30,300,5,0.7,1.0,17493.418158347613,uniform,26588.440137602625,1.5199110829529332,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.604969501495361
3,30,300,5,0.7,1.0,17493.418158347613,uniform,49821.88237652012,2.848035868435799,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.679875373840332
3,30,300,5,0.7,1.0,17493.418158347613,uniform,93357.11123682416,5.336699231206307,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.435428857803345
3,30,300,5,0.7,1.0,17493.418158347613,uniform,174934.18158347614,10.0,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,10.96713900566101
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,0.0,0.0,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,10.925387859344482
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,174.93418158347615,0.01,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.34084439277649
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,327.7947173049397,0.01873817422860384,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,10.75432300567627
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,614.2274524075901,0.03511191734215131,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.31496787071228
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,1150.95010192049,0.0657933224657568,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.55314588546753
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,2156.6703538215484,0.12328467394420659,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,10.561028480529785
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,4041.206484357286,0.23101297000831592,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.066478729248047
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,7572.483119765043,0.4328761281083057,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.134504795074463
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,14189.450804131893,0.8111308307896868,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,10.19301176071167
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,26588.440137602625,1.5199110829529332,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,10.172505855560303
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,49821.88237652012,2.848035868435799,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.513594627380371
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,93357.11123682416,5.336699231206307,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,10.45251202583313
3,30,300,5,0.7,1.0,17493.418158347613,adversarial,174934.18158347614,10.0,10,"[0, 5, 6, 10, 23, 27, 29]",7,0.0,0.0,1.0,11.287620544433594
3,30,300,5,0.7,1.0,17493.418158347613,pc,0.0,0.0,10,"[0, 5, 6, 23, 24, 27, 29]",7,0.0,0.0,1.0,11.616036176681519
3,30,300,5,0.7,1.0,17493.418158347613,pc,174.93418158347615,0.01,10,"[0, 10, 13, 25, 27]",5,0.0,0.0,1.0,9.88688588142395
