seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,0.0,0.0,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.978260040283203
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,35.55887213960521,0.01,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.5530970096588135
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,66.63083415245694,0.01873817422860384,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.581083059310913
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,124.8540179345945,0.03511191734215131,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.603549957275391
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,233.95363411996607,0.0657933224657568,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.565207004547119
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,438.3863957554959,0.12328467394420659,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.601064205169678
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,821.4560663116158,0.23101297000831592,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.536431789398193
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,1539.2586891690605,0.4328761281083057,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.569401264190674
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,2884.2897500542217,0.8111308307896868,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.55277681350708
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,5404.632386229223,1.5199110829529332,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.582721948623657
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,10127.294329471806,2.848035868435799,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.565526008605957
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,18976.700560999445,5.336699231206307,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.558244943618774
15,30,300,5,0.4,1.0,3555.8872139605205,oracle,35558.872139605206,10.0,10,"[0, 6, 10, 11, 17, 25, 28]",7,1.0,0.7142857142857143,0.2857142857142857,4.574009895324707
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,0.0,0.0,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,5.009336233139038
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,35.55887213960521,0.01,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,5.019649028778076
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,66.63083415245694,0.01873817422860384,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,5.0237135887146
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,124.8540179345945,0.03511191734215131,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.959863185882568
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,233.95363411996607,0.0657933224657568,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.942235231399536
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,438.3863957554959,0.12328467394420659,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,5.031907081604004
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,821.4560663116158,0.23101297000831592,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.943030118942261
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,1539.2586891690605,0.4328761281083057,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.994282007217407
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,2884.2897500542217,0.8111308307896868,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.919200897216797
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,5404.632386229223,1.5199110829529332,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.859170198440552
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,10127.294329471806,2.848035868435799,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.934650182723999
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,18976.700560999445,5.336699231206307,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.944427013397217
15,30,300,5,0.4,1.0,3555.8872139605205,uniform,35558.872139605206,10.0,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.975687265396118
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,0.0,0.0,10,"[8, 10, 12]",3,0.2,0.3333333333333333,0.6666666666666666,4.9939491748809814
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,35.55887213960521,0.01,10,"[8, 11, 12]",3,0.0,0.0,1.0,4.798447847366333
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,66.63083415245694,0.01873817422860384,10,"[8, 11, 12]",3,0.0,0.0,1.0,4.791245937347412
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,124.8540179345945,0.03511191734215131,10,"[8, 11, 12]",3,0.0,0.0,1.0,4.818885087966919
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,233.95363411996607,0.0657933224657568,10,"[8, 11, 12]",3,0.0,0.0,1.0,4.828404903411865
15,30,300,5,0.4,1.0,3555.8872139605205,adversarial,438.3863957554959,0.12328467394420659,10,"[8, 11, 12]",3,0.0,0.0,1.0,4.8485002517700195
