seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
4,30,300,3,0.2,120.46546833912595,oracle,0.0,0.0,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.471237897872925
4,30,300,3,0.2,120.46546833912595,oracle,1.2046546833912595,0.01,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.520593881607056
4,30,300,3,0.2,120.46546833912595,oracle,2.257302934268902,0.01873817422860384,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.534753799438477
4,30,300,3,0.2,120.46546833912595,oracle,4.229773566906935,0.03511191734215131,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.432025194168091
4,30,300,3,0.2,120.46546833912595,oracle,7.925823404424529,0.0657933224657568,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.465893030166626
4,30,300,3,0.2,120.46546833912595,oracle,14.851545985725284,0.12328467394420659,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.44391131401062
4,30,300,3,0.2,120.46546833912595,oracle,27.829085624464234,0.23101297000831592,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.402204751968384
4,30,300,3,0.2,120.46546833912595,oracle,52.14662550539453,0.4328761281083057,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.367457866668701
4,30,300,3,0.2,120.46546833912595,oracle,97.71325541538394,0.8111308307896868,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.313702583312988
4,30,300,3,0.2,120.46546833912595,oracle,183.0968004417532,1.5199110829529332,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.366329669952393
4,30,300,3,0.2,120.46546833912595,oracle,343.0899747377478,2.848035868435799,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.338547468185425
4,30,300,3,0.2,120.46546833912595,oracle,642.8879722723211,5.336699231206307,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.355036497116089
4,30,300,3,0.2,120.46546833912595,oracle,1204.6546833912594,10.0,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.373110771179199
4,30,300,3,0.2,120.46546833912595,uniform,0.0,0.0,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.528261661529541
4,30,300,3,0.2,120.46546833912595,uniform,1.2046546833912595,0.01,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.581520080566406
4,30,300,3,0.2,120.46546833912595,uniform,2.257302934268902,0.01873817422860384,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.5412468910217285
4,30,300,3,0.2,120.46546833912595,uniform,4.229773566906935,0.03511191734215131,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.569273233413696
4,30,300,3,0.2,120.46546833912595,uniform,7.925823404424529,0.0657933224657568,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.534355163574219
4,30,300,3,0.2,120.46546833912595,uniform,14.851545985725284,0.12328467394420659,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.567432403564453
4,30,300,3,0.2,120.46546833912595,uniform,27.829085624464234,0.23101297000831592,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.573633432388306
4,30,300,3,0.2,120.46546833912595,uniform,52.14662550539453,0.4328761281083057,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.507882118225098
4,30,300,3,0.2,120.46546833912595,uniform,97.71325541538394,0.8111308307896868,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.5639801025390625
4,30,300,3,0.2,120.46546833912595,uniform,183.0968004417532,1.5199110829529332,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.5079121589660645
4,30,300,3,0.2,120.46546833912595,uniform,343.0899747377478,2.848035868435799,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.545269012451172
4,30,300,3,0.2,120.46546833912595,uniform,642.8879722723211,5.336699231206307,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.5170958042144775
4,30,300,3,0.2,120.46546833912595,uniform,1204.6546833912594,10.0,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.547502517700195
4,30,300,3,0.2,120.46546833912595,adversarial,0.0,0.0,6,"[6, 7, 20, 24, 29]",5,1.0,0.6,0.4,7.55041241645813
4,30,300,3,0.2,120.46546833912595,adversarial,1.2046546833912595,0.01,6,"[20, 23, 29]",3,0.6666666666666666,0.6666666666666666,0.3333333333333333,7.870109558105469
4,30,300,3,0.2,120.46546833912595,adversarial,2.257302934268902,0.01873817422860384,6,"[11, 13, 17, 24, 25, 27]",6,0.0,0.0,1.0,7.478144884109497
4,30,300,3,0.2,120.46546833912595,adversarial,4.229773566906935,0.03511191734215131,6,"[11, 13, 17, 24, 25, 27]",6,0.0,0.0,1.0,7.393391370773315
4,30,300,3,0.2,120.46546833912595,adversarial,7.925823404424529,0.0657933224657568,6,"[11, 13, 17, 24, 25, 27]",6,0.0,0.0,1.0,7.437052965164185
