seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
3,30,300,5,0.2,2.0,178.11681388131308,oracle,0.0,0.0,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,7.901249408721924
3,30,300,5,0.2,2.0,178.11681388131308,oracle,1.7811681388131309,0.01,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,7.501662492752075
3,30,300,5,0.2,2.0,178.11681388131308,oracle,3.3375838915518474,0.01873817422860384,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,8.042617797851562
3,30,300,5,0.2,2.0,178.11681388131308,oracle,6.254022846248013,0.03511191734215131,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,7.547189950942993
3,30,300,5,0.2,2.0,178.11681388131308,oracle,11.718896972266418,0.0657933224657568,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,7.972573280334473
3,30,300,5,0.2,2.0,178.11681388131308,oracle,21.95907332333861,0.12328467394420659,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,7.523494482040405
3,30,300,5,0.2,2.0,178.11681388131308,oracle,41.147294183140566,0.23101297000831592,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,8.204233407974243
3,30,300,5,0.2,2.0,178.11681388131308,oracle,77.10251674393052,0.4328761281083057,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,8.40241289138794
3,30,300,5,0.2,2.0,178.11681388131308,oracle,144.4760392211615,0.8111308307896868,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,8.259371995925903
3,30,300,5,0.2,2.0,178.11681388131308,oracle,270.7217194784726,1.5199110829529332,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,7.868845224380493
