seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
5,20,300,5,0.2,1.0,119.3044031500844,oracle,0.0,0.0,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.29923939704895
5,20,300,5,0.2,1.0,119.3044031500844,oracle,1.193044031500844,0.01,10,"[0, 1, 4, 6, 11, 17, 18, 19]",8,1.0,0.625,0.375,6.664722204208374
5,20,300,5,0.2,1.0,119.3044031500844,oracle,2.2355466924658742,0.01873817422860384,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.639617443084717
5,20,300,5,0.2,1.0,119.3044031500844,oracle,4.189006341960459,0.03511191734215131,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.575390100479126
5,20,300,5,0.2,1.0,119.3044031500844,oracle,7.849433068038153,0.0657933224657568,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.712148904800415
5,20,300,5,0.2,1.0,119.3044031500844,oracle,14.708404442466328,0.12328467394420659,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.733018636703491
5,20,300,5,0.2,1.0,119.3044031500844,oracle,27.56086450677048,0.23101297000831592,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.81792140007019
5,20,300,5,0.2,1.0,119.3044031500844,oracle,51.644028101880885,0.4328761281083057,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.751243829727173
5,20,300,5,0.2,1.0,119.3044031500844,oracle,96.77147964399569,0.8111308307896868,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.751289367675781
5,20,300,5,0.2,1.0,119.3044031500844,oracle,181.3320845928981,1.5199110829529332,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.762164115905762
5,20,300,5,0.2,1.0,119.3044031500844,oracle,339.7832194337653,2.848035868435799,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.704579830169678
5,20,300,5,0.2,1.0,119.3044031500844,oracle,636.6917165705827,5.336699231206307,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.829126834869385
5,20,300,5,0.2,1.0,119.3044031500844,oracle,1193.044031500844,10.0,10,"[0, 1, 4, 6, 9, 11, 17, 18, 19]",9,1.0,0.5555555555555556,0.4444444444444444,6.796322345733643
5,20,300,5,0.2,1.0,119.3044031500844,uniform,0.0,0.0,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.2140562534332275
5,20,300,5,0.2,1.0,119.3044031500844,uniform,1.193044031500844,0.01,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.223214387893677
5,20,300,5,0.2,1.0,119.3044031500844,uniform,2.2355466924658742,0.01873817422860384,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.210171222686768
5,20,300,5,0.2,1.0,119.3044031500844,uniform,4.189006341960459,0.03511191734215131,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.248798608779907
5,20,300,5,0.2,1.0,119.3044031500844,uniform,7.849433068038153,0.0657933224657568,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.486740827560425
5,20,300,5,0.2,1.0,119.3044031500844,uniform,14.708404442466328,0.12328467394420659,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.504169702529907
5,20,300,5,0.2,1.0,119.3044031500844,uniform,27.56086450677048,0.23101297000831592,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.696688413619995
5,20,300,5,0.2,1.0,119.3044031500844,uniform,51.644028101880885,0.4328761281083057,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.497307062149048
5,20,300,5,0.2,1.0,119.3044031500844,uniform,96.77147964399569,0.8111308307896868,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.212847948074341
5,20,300,5,0.2,1.0,119.3044031500844,uniform,181.3320845928981,1.5199110829529332,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.20127272605896
5,20,300,5,0.2,1.0,119.3044031500844,uniform,339.7832194337653,2.848035868435799,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.205428600311279
5,20,300,5,0.2,1.0,119.3044031500844,uniform,636.6917165705827,5.336699231206307,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.232076644897461
5,20,300,5,0.2,1.0,119.3044031500844,uniform,1193.044031500844,10.0,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.319190979003906
5,20,300,5,0.2,1.0,119.3044031500844,adversarial,0.0,0.0,10,"[0, 1, 4, 11, 17, 18, 19]",7,0.8,0.5714285714285714,0.42857142857142855,7.575905084609985
5,20,300,5,0.2,1.0,119.3044031500844,adversarial,1.193044031500844,0.01,10,"[0, 1, 3, 9, 10, 11, 14, 15, 17, 18]",10,0.6,0.3,0.7,7.236815452575684
