seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,causal_precision,correlate_inclusion,fit_seconds
15,30,300,5,0.1,1.0,194.05258255806424,oracle,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.236915111541748
15,30,300,5,0.1,1.0,194.05258255806424,oracle,1.9405258255806426,0.01,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.128964185714722
15,30,300,5,0.1,1.0,194.05258255806424,oracle,2.9494267090564104,0.01519911082952934,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.350692749023438
15,30,300,5,0.1,1.0,194.05258255806424,oracle,4.482866343452237,0.023101297000831605,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.08202314376831
15,30,300,5,0.1,1.0,194.05258255806424,oracle,6.813558238809744,0.03511191734215131,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.05251407623291
15,30,300,5,0.1,1.0,194.05258255806424,oracle,10.356002681512205,0.0533669923120631,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.101858139038086
15,30,300,5,0.1,1.0,194.05258255806424,oracle,15.740203250720702,0.08111308307896872,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.138845920562744
15,30,300,5,0.1,1.0,194.05258255806424,oracle,23.92370936870218,0.12328467394420659,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.101435899734497
15,30,300,5,0.1,1.0,194.05258255806424,oracle,36.361911014835385,0.1873817422860384,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.18313717842102
15,30,300,5,0.1,1.0,194.05258255806424,oracle,55.266871548796665,0.2848035868435802,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.08152174949646
15,30,300,5,0.1,1.0,194.05258255806424,oracle,84.00073058715223,0.43287612810830595,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.937995910644531
15,30,300,5,0.1,1.0,194.05258255806424,oracle,127.67364139555619,0.6579332246575682,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.116048812866211
15,30,300,5,0.1,1.0,194.05258255806424,oracle,194.05258255806424,1.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.946359157562256
15,30,300,5,0.1,1.0,194.05258255806424,oracle,418.0736155533697,2.154434690031884,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.841534852981567
15,30,300,5,0.1,1.0,194.05258255806424,oracle,900.7123003352328,4.641588833612778,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.850013017654419
15,30,300,5,0.1,1.0,194.05258255806424,oracle,1940.5258255806425,10.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.939810991287231
15,30,300,5,0.1,1.0,194.05258255806424,uniform,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.628988265991211
15,30,300,5,0.1,1.0,194.05258255806424,uniform,1.9405258255806426,0.01,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.678778171539307
15,30,300,5,0.1,1.0,194.05258255806424,uniform,2.9494267090564104,0.01519911082952934,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.543792724609375
15,30,300,5,0.1,1.0,194.05258255806424,uniform,4.482866343452237,0.023101297000831605,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.318310976028442
15,30,300,5,0.1,1.0,194.05258255806424,uniform,6.813558238809744,0.03511191734215131,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.368248224258423
15,30,300,5,0.1,1.0,194.05258255806424,uniform,10.356002681512205,0.0533669923120631,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.321455717086792
15,30,300,5,0.1,1.0,194.05258255806424,uniform,15.740203250720702,0.08111308307896872,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.295397996902466
15,30,300,5,0.1,1.0,194.05258255806424,uniform,23.92370936870218,0.12328467394420659,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.26262903213501
15,30,300,5,0.1,1.0,194.05258255806424,uniform,36.361911014835385,0.1873817422860384,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.415216207504272
15,30,300,5,0.1,1.0,194.05258255806424,uniform,55.266871548796665,0.2848035868435802,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.416464805603027
15,30,300,5,0.1,1.0,194.05258255806424,uniform,84.00073058715223,0.43287612810830595,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.541905164718628
15,30,300,5,0.1,1.0,194.05258255806424,uniform,127.67364139555619,0.6579332246575682,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.517141103744507
15,30,300,5,0.1,1.0,194.05258255806424,uniform,194.05258255806424,1.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.379371881484985
15,30,300,5,0.1,1.0,194.05258255806424,uniform,418.0736155533697,2.154434690031884,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.405933141708374
15,30,300,5,0.1,1.0,194.05258255806424,uniform,900.7123003352328,4.641588833612778,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.522954940795898
15,30,300,5,0.1,1.0,194.05258255806424,uniform,1940.5258255806425,10.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.505654096603394
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.595009088516235
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,1.9405258255806426,0.01,10,"[2, 9, 10, 16, 17, 20, 22, 24, 26, 27]",10,0.4,0.2,0.8,0.2,0.8,16.608740091323853
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,2.9494267090564104,0.01519911082952934,10,"[4, 6, 9, 10, 13, 16, 21, 22, 26, 27]",10,0.4,0.2,0.8,0.3,0.7,14.755708932876587
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,4.482866343452237,0.023101297000831605,10,"[4, 6, 9, 10, 13, 16, 21, 22, 26, 27]",10,0.4,0.2,0.8,0.3,0.7,14.80181097984314
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,6.813558238809744,0.03511191734215131,10,"[4, 6, 9, 10, 13, 16, 21, 22, 26, 27]",10,0.4,0.2,0.8,0.3,0.7,14.60268497467041
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,10.356002681512205,0.0533669923120631,10,"[4, 6, 9, 10, 13, 16, 21, 22, 26, 27]",10,0.4,0.2,0.8,0.3,0.7,14.431875944137573
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,15.740203250720702,0.08111308307896872,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.55318307876587
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,23.92370936870218,0.12328467394420659,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.77955985069275
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,36.361911014835385,0.1873817422860384,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.755746841430664
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,55.266871548796665,0.2848035868435802,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.81467294692993
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,84.00073058715223,0.43287612810830595,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.712124347686768
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,127.67364139555619,0.6579332246575682,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.712202072143555
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,194.05258255806424,1.0,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.534791946411133
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,418.0736155533697,2.154434690031884,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.750413179397583
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,900.7123003352328,4.641588833612778,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.741914987564087
15,30,300,5,0.1,1.0,194.05258255806424,adversarial,1940.5258255806425,10.0,10,"[4, 8, 10, 13, 16, 20, 21, 22, 26, 27]",10,0.2,0.1,0.9,0.3,0.7,18.474448919296265
15,30,300,5,0.1,1.0,194.05258255806424,pc,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.668081998825073
15,30,300,5,0.1,1.0,194.05258255806424,pc,1.9405258255806426,0.01,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.867202043533325
15,30,300,5,0.1,1.0,194.05258255806424,pc,2.9494267090564104,0.01519911082952934,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.703421831130981
15,30,300,5,0.1,1.0,194.05258255806424,pc,4.482866343452237,0.023101297000831605,10,"[0, 6, 8, 10, 11, 17, 21, 28, 29]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,15.22374176979065
15,30,300,5,0.1,1.0,194.05258255806424,pc,6.813558238809744,0.03511191734215131,10,"[0, 6, 10, 11, 17, 21, 28, 29]",8,1.0,0.625,0.125,0.75,0.0,15.563475847244263
15,30,300,5,0.1,1.0,194.05258255806424,pc,10.356002681512205,0.0533669923120631,10,"[0, 6, 8, 10, 11, 17, 21, 28, 29]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,14.343760967254639
15,30,300,5,0.1,1.0,194.05258255806424,pc,15.740203250720702,0.08111308307896872,10,"[0, 6, 8, 10, 11, 17, 21, 28, 29]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,14.451211929321289
15,30,300,5,0.1,1.0,194.05258255806424,pc,23.92370936870218,0.12328467394420659,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,16.603155374526978
15,30,300,5,0.1,1.0,194.05258255806424,pc,36.361911014835385,0.1873817422860384,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,16.35576820373535
15,30,300,5,0.1,1.0,194.05258255806424,pc,55.266871548796665,0.2848035868435802,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,16.784791946411133
15,30,300,5,0.1,1.0,194.05258255806424,pc,84.00073058715223,0.43287612810830595,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,16.765995025634766
15,30,300,5,0.1,1.0,194.05258255806424,pc,127.67364139555619,0.6579332246575682,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,16.695794105529785
15,30,300,5,0.1,1.0,194.05258255806424,pc,194.05258255806424,1.0,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,17.239687204360962
15,30,300,5,0.1,1.0,194.05258255806424,pc,418.0736155533697,2.154434690031884,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,17.294513940811157
15,30,300,5,0.1,1.0,194.05258255806424,pc,900.7123003352328,4.641588833612778,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,15.993515014648438
15,30,300,5,0.1,1.0,194.05258255806424,pc,1940.5258255806425,10.0,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,15.811896085739136
15,30,300,5,0.1,1.0,194.05258255806424,ges,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,14.412214040756226
15,30,300,5,0.1,1.0,194.05258255806424,ges,1.9405258255806426,0.01,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.511981964111328
15,30,300,5,0.1,1.0,194.05258255806424,ges,2.9494267090564104,0.01519911082952934,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,12.435878992080688
15,30,300,5,0.1,1.0,194.05258255806424,ges,4.482866343452237,0.023101297000831605,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,14.68704104423523
15,30,300,5,0.1,1.0,194.05258255806424,ges,6.813558238809744,0.03511191734215131,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,14.229866981506348
15,30,300,5,0.1,1.0,194.05258255806424,ges,10.356002681512205,0.0533669923120631,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,14.244688987731934
15,30,300,5,0.1,1.0,194.05258255806424,ges,15.740203250720702,0.08111308307896872,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,16.357125997543335
15,30,300,5,0.1,1.0,194.05258255806424,ges,23.92370936870218,0.12328467394420659,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,16.645859956741333
15,30,300,5,0.1,1.0,194.05258255806424,ges,36.361911014835385,0.1873817422860384,10,"[0, 6, 8, 10, 11, 17, 21, 28]",8,1.0,0.625,0.25,0.875,0.0,16.4685480594635
15,30,300,5,0.1,1.0,194.05258255806424,ges,55.266871548796665,0.2848035868435802,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.181793212890625
15,30,300,5,0.1,1.0,194.05258255806424,ges,84.00073058715223,0.43287612810830595,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.26064419746399
15,30,300,5,0.1,1.0,194.05258255806424,ges,127.67364139555619,0.6579332246575682,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.17374086380005
15,30,300,5,0.1,1.0,194.05258255806424,ges,194.05258255806424,1.0,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.375560998916626
15,30,300,5,0.1,1.0,194.05258255806424,ges,418.0736155533697,2.154434690031884,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.478890895843506
15,30,300,5,0.1,1.0,194.05258255806424,ges,900.7123003352328,4.641588833612778,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.336153984069824
15,30,300,5,0.1,1.0,194.05258255806424,ges,1940.5258255806425,10.0,10,"[0, 6, 8, 10, 17, 21, 28]",7,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,17.43604588508606
15,30,300,5,0.1,1.0,194.05258255806424,iamb,0.0,0.0,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.97361421585083
15,30,300,5,0.1,1.0,194.05258255806424,iamb,1.9405258255806426,0.01,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.400152921676636
15,30,300,5,0.1,1.0,194.05258255806424,iamb,2.9494267090564104,0.01519911082952934,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.092846870422363
15,30,300,5,0.1,1.0,194.05258255806424,iamb,4.482866343452237,0.023101297000831605,10,"[0, 6, 8, 10, 17, 21, 28, 29]",8,1.0,0.625,0.25,0.875,0.0,13.181102991104126
15,30,300,5,0.1,1.0,194.05258255806424,iamb,6.813558238809744,0.03511191734215131,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,13.582227945327759
15,30,300,5,0.1,1.0,194.05258255806424,iamb,10.356002681512205,0.0533669923120631,10,"[0, 6, 8, 10, 11, 12, 17, 21, 28]",9,1.0,0.5555555555555556,0.2222222222222222,0.7777777777777778,0.0,16.279536962509155
