seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
2,20,300,5,0.2,89.04024924580204,oracle,0.0,0.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,21.19986367225647
2,20,300,5,0.2,89.04024924580204,oracle,0.8904024924580205,0.01,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.649890184402466
2,20,300,5,0.2,89.04024924580204,oracle,1.6684517037261504,0.01873817422860384,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.99707007408142
2,20,300,5,0.2,89.04024924580204,oracle,3.1263738716431515,0.03511191734215131,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.925879955291748
2,20,300,5,0.2,89.04024924580204,oracle,5.858253831060412,0.0657933224657568,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.593928813934326
2,20,300,5,0.2,89.04024924580204,oracle,10.977298096179592,0.12328467394420659,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.762378454208374
2,20,300,5,0.2,89.04024924580204,oracle,20.56945242855344,0.23101297000831592,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.628910541534424
2,20,300,5,0.2,89.04024924580204,oracle,38.54339833932128,0.4328761281083057,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.78228211402893
2,20,300,5,0.2,89.04024924580204,oracle,72.2232913444682,0.8111308307896868,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.866848468780518
2,20,300,5,0.2,89.04024924580204,oracle,135.3332616575861,1.5199110829529332,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.29910635948181
2,20,300,5,0.2,89.04024924580204,oracle,253.58982358650783,2.848035868435799,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,18.747799396514893
2,20,300,5,0.2,89.04024924580204,oracle,475.1810296964897,5.336699231206307,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.570791721343994
2,20,300,5,0.2,89.04024924580204,oracle,890.4024924580204,10.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,19.66600751876831
2,20,300,5,0.2,89.04024924580204,uniform,0.0,0.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.818840742111206
2,20,300,5,0.2,89.04024924580204,uniform,0.8904024924580205,0.01,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,21.271560192108154
2,20,300,5,0.2,89.04024924580204,uniform,1.6684517037261504,0.01873817422860384,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,21.057618141174316
2,20,300,5,0.2,89.04024924580204,uniform,3.1263738716431515,0.03511191734215131,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.953325510025024
2,20,300,5,0.2,89.04024924580204,uniform,5.858253831060412,0.0657933224657568,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.641072750091553
2,20,300,5,0.2,89.04024924580204,uniform,10.977298096179592,0.12328467394420659,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.842185735702515
2,20,300,5,0.2,89.04024924580204,uniform,20.56945242855344,0.23101297000831592,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.67927122116089
2,20,300,5,0.2,89.04024924580204,uniform,38.54339833932128,0.4328761281083057,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.85561513900757
2,20,300,5,0.2,89.04024924580204,uniform,72.2232913444682,0.8111308307896868,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.42411518096924
2,20,300,5,0.2,89.04024924580204,uniform,135.3332616575861,1.5199110829529332,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.767316102981567
2,20,300,5,0.2,89.04024924580204,uniform,253.58982358650783,2.848035868435799,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.719794273376465
2,20,300,5,0.2,89.04024924580204,uniform,475.1810296964897,5.336699231206307,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.777405500411987
2,20,300,5,0.2,89.04024924580204,uniform,890.4024924580204,10.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.94096064567566
2,20,300,5,0.2,89.04024924580204,adversarial,0.0,0.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,20.645001649856567
2,20,300,5,0.2,89.04024924580204,adversarial,0.8904024924580205,0.01,10,"[2, 3, 8, 9, 10, 11, 13, 17]",8,0.6,0.375,0.625,20.372586250305176
2,20,300,5,0.2,89.04024924580204,adversarial,1.6684517037261504,0.01873817422860384,10,"[2, 4, 5, 6, 7, 9, 10, 16, 17, 18]",10,0.2,0.1,0.8,21.134430408477783
2,20,300,5,0.2,89.04024924580204,adversarial,3.1263738716431515,0.03511191734215131,10,"[1, 3, 4, 5, 8, 12, 17, 19]",8,0.4,0.25,0.75,22.272989749908447
2,20,300,5,0.2,89.04024924580204,adversarial,5.858253831060412,0.0657933224657568,10,"[2, 7, 9, 10, 13, 15, 16, 17]",8,0.4,0.25,0.75,20.18662166595459
2,20,300,5,0.2,89.04024924580204,adversarial,10.977298096179592,0.12328467394420659,10,"[2, 7, 9, 10, 13, 15, 16, 17]",8,0.4,0.25,0.75,17.94233250617981
2,20,300,5,0.2,89.04024924580204,adversarial,20.56945242855344,0.23101297000831592,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.41096305847168
2,20,300,5,0.2,89.04024924580204,adversarial,38.54339833932128,0.4328761281083057,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.305150032043457
2,20,300,5,0.2,89.04024924580204,adversarial,72.2232913444682,0.8111308307896868,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.315776348114014
2,20,300,5,0.2,89.04024924580204,adversarial,135.3332616575861,1.5199110829529332,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.368287563323975
2,20,300,5,0.2,89.04024924580204,adversarial,253.58982358650783,2.848035868435799,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.287686109542847
2,20,300,5,0.2,89.04024924580204,adversarial,475.1810296964897,5.336699231206307,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.37877345085144
2,20,300,5,0.2,89.04024924580204,adversarial,890.4024924580204,10.0,10,"[4, 5, 7, 9, 10, 12, 16, 17, 19]",9,0.2,0.1111111111111111,0.8888888888888888,17.024706840515137
2,20,300,5,0.2,89.04024924580204,pc,0.0,0.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,17.249787092208862
2,20,300,5,0.2,89.04024924580204,pc,0.8904024924580205,0.01,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,16.855803966522217
2,20,300,5,0.2,89.04024924580204,pc,1.6684517037261504,0.01873817422860384,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,16.359168767929077
2,20,300,5,0.2,89.04024924580204,pc,3.1263738716431515,0.03511191734215131,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,16.326160192489624
2,20,300,5,0.2,89.04024924580204,pc,5.858253831060412,0.0657933224657568,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,16.837754249572754
2,20,300,5,0.2,89.04024924580204,pc,10.977298096179592,0.12328467394420659,10,"[2, 3, 9, 10, 11, 13, 14, 15, 17]",9,1.0,0.5555555555555556,0.4444444444444444,16.518594980239868
2,20,300,5,0.2,89.04024924580204,pc,20.56945242855344,0.23101297000831592,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.080650568008423
2,20,300,5,0.2,89.04024924580204,pc,38.54339833932128,0.4328761281083057,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.21017026901245
2,20,300,5,0.2,89.04024924580204,pc,72.2232913444682,0.8111308307896868,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,15.822224855422974
2,20,300,5,0.2,89.04024924580204,pc,135.3332616575861,1.5199110829529332,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.127346754074097
2,20,300,5,0.2,89.04024924580204,pc,253.58982358650783,2.848035868435799,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.114091634750366
2,20,300,5,0.2,89.04024924580204,pc,475.1810296964897,5.336699231206307,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.115881204605103
2,20,300,5,0.2,89.04024924580204,pc,890.4024924580204,10.0,10,"[3, 11, 14, 15, 17]",5,1.0,1.0,0.0,16.192811012268066
2,20,300,5,0.2,89.04024924580204,ges,0.0,0.0,10,"[2, 3, 10, 11, 13, 14, 15, 17]",8,1.0,0.625,0.375,17.17641544342041
2,20,300,5,0.2,89.04024924580204,ges,0.8904024924580205,0.01,10,"[3, 10, 11, 13, 14, 15, 16, 17]",8,1.0,0.625,0.375,17.00547194480896
