seed,p,n,k_star,p_edge,noise_scale,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
5,15,300,5,0.2,1.0,312.84818485668217,oracle,0.0,0.0,10,"[1, 5, 7, 8, 9, 12]",6,0.6,0.5,0.5,7.110263109207153
5,15,300,5,0.2,1.0,312.84818485668217,oracle,3.1284818485668215,0.01,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,6.672799110412598
5,15,300,5,0.2,1.0,312.84818485668217,oracle,5.862203794946972,0.01873817422860384,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,6.472091436386108
5,15,300,5,0.2,1.0,312.84818485668217,oracle,10.984699607329896,0.03511191734215131,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,6.657513618469238
5,15,300,5,0.2,1.0,312.84818485668217,oracle,20.583321509102383,0.0657933224657568,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.927928924560547
5,15,300,5,0.2,1.0,312.84818485668217,oracle,38.56938646409293,0.12328467394420659,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.7940263748168945
5,15,300,5,0.2,1.0,312.84818485668217,oracle,72.2719883454528,0.23101297000831592,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.746922254562378
5,15,300,5,0.2,1.0,312.84818485668217,oracle,135.42451094647205,0.4328761281083057,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.792896747589111
5,15,300,5,0.2,1.0,312.84818485668217,oracle,253.76080809384612,0.8111308307896868,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.763495445251465
5,15,300,5,0.2,1.0,312.84818485668217,oracle,475.5014234453792,1.5199110829529332,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.96468448638916
5,15,300,5,0.2,1.0,312.84818485668217,oracle,891.0028518468642,2.848035868435799,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,5.9766364097595215
5,15,300,5,0.2,1.0,312.84818485668217,oracle,1669.5766676089443,5.336699231206307,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,6.294182300567627
5,15,300,5,0.2,1.0,312.84818485668217,oracle,3128.4818485668216,10.0,10,"[5, 6, 7, 8, 9, 12]",6,0.8,0.6666666666666666,0.3333333333333333,6.225270986557007
5,15,300,5,0.2,1.0,312.84818485668217,uniform,0.0,0.0,10,"[1, 5, 7, 8, 9, 12]",6,0.6,0.5,0.5,6.723369359970093
5,15,300,5,0.2,1.0,312.84818485668217,uniform,3.1284818485668215,0.01,10,"[1, 5, 7, 8, 9, 12]",6,0.6,0.5,0.5,6.93382453918457
5,15,300,5,0.2,1.0,312.84818485668217,uniform,5.862203794946972,0.01873817422860384,10,"[1, 5, 7, 8, 9, 12]",6,0.6,0.5,0.5,6.494070053100586
