seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
2,30,300,5,0.2,153.05032275712222,oracle,0.0,0.0,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,16.96728014945984
2,30,300,5,0.2,153.05032275712222,oracle,1.5305032275712223,0.01,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,20.04108214378357
2,30,300,5,0.2,153.05032275712222,oracle,2.8678836135670074,0.01873817422860384,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,20.52940011024475
2,30,300,5,0.2,153.05032275712222,oracle,5.373890281837654,0.03511191734215131,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,25.050259828567505
2,30,300,5,0.2,153.05032275712222,oracle,10.069689238647499,0.0657933224657568,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,24.374871969223022
2,30,300,5,0.2,153.05032275712222,oracle,18.868759138167395,0.12328467394420659,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,23.753350019454956
2,30,300,5,0.2,153.05032275712222,oracle,35.356609620854144,0.23101297000831592,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,21.70955801010132
2,30,300,5,0.2,153.05032275712222,oracle,66.25183112082958,0.4328761281083057,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,20.207644939422607
2,30,300,5,0.2,153.05032275712222,oracle,124.14383545061426,0.8111308307896868,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,21.894800901412964
2,30,300,5,0.2,153.05032275712222,oracle,232.62288180807357,1.5199110829529332,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,22.76158308982849
2,30,300,5,0.2,153.05032275712222,oracle,435.8928088879599,2.848035868435799,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,21.37236189842224
2,30,300,5,0.2,153.05032275712222,oracle,816.7835397938113,5.336699231206307,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,19.29000973701477
2,30,300,5,0.2,153.05032275712222,oracle,1530.5032275712222,10.0,10,"[0, 2, 8, 10, 12, 14, 15, 19, 23, 29]",10,1.0,0.5,0.5,19.053961992263794
2,30,300,5,0.2,153.05032275712222,uniform,0.0,0.0,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,20.327701091766357
2,30,300,5,0.2,153.05032275712222,uniform,1.5305032275712223,0.01,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,20.068993091583252
2,30,300,5,0.2,153.05032275712222,uniform,2.8678836135670074,0.01873817422860384,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,23.50448703765869
2,30,300,5,0.2,153.05032275712222,uniform,5.373890281837654,0.03511191734215131,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,24.180336952209473
2,30,300,5,0.2,153.05032275712222,uniform,10.069689238647499,0.0657933224657568,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,22.41523003578186
2,30,300,5,0.2,153.05032275712222,uniform,18.868759138167395,0.12328467394420659,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,22.36591100692749
2,30,300,5,0.2,153.05032275712222,uniform,35.356609620854144,0.23101297000831592,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,21.285507202148438
2,30,300,5,0.2,153.05032275712222,uniform,66.25183112082958,0.4328761281083057,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,22.80557608604431
2,30,300,5,0.2,153.05032275712222,uniform,124.14383545061426,0.8111308307896868,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,23.293538093566895
2,30,300,5,0.2,153.05032275712222,uniform,232.62288180807357,1.5199110829529332,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,34.354233741760254
2,30,300,5,0.2,153.05032275712222,uniform,435.8928088879599,2.848035868435799,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,29.848981857299805
2,30,300,5,0.2,153.05032275712222,uniform,816.7835397938113,5.336699231206307,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,25.083099126815796
2,30,300,5,0.2,153.05032275712222,uniform,1530.5032275712222,10.0,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,27.58874011039734
2,30,300,5,0.2,153.05032275712222,adversarial,0.0,0.0,10,"[0, 2, 10, 14, 19, 23, 26, 28]",8,0.6,0.375,0.625,28.431356191635132
2,30,300,5,0.2,153.05032275712222,adversarial,1.5305032275712223,0.01,10,"[0, 6, 10, 14, 17, 19, 20, 25, 28]",9,0.4,0.2222222222222222,0.7777777777777778,31.199049949645996
2,30,300,5,0.2,153.05032275712222,adversarial,2.8678836135670074,0.01873817422860384,10,"[4, 7, 9, 12, 15, 16, 17, 19, 22, 27]",10,0.0,0.0,1.0,25.730145931243896
