seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
1,30,300,5,0.5,1819.6925736230564,oracle,0.0,0.0,10,"[0, 5, 8, 27, 28]",5,0.2,0.2,0.8,27.483577966690063
1,30,300,5,0.5,1819.6925736230564,oracle,18.196925736230565,0.01,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,20.085160970687866
1,30,300,5,0.5,1819.6925736230564,oracle,34.09771648704535,0.01873817422860384,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,20.299636840820312
1,30,300,5,0.5,1819.6925736230564,oracle,63.89289523317934,0.03511191734215131,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,22.752223014831543
1,30,300,5,0.5,1819.6925736230564,oracle,119.72362028492464,0.0657933224657568,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,32.59863090515137
1,30,300,5,0.5,1819.6925736230564,oracle,224.34020561781264,0.12328467394420659,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,21.881703853607178
1,30,300,5,0.5,1819.6925736230564,oracle,420.3725859347383,0.23101297000831592,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,26.429662942886353
1,30,300,5,0.5,1819.6925736230564,oracle,787.7014756173867,0.4328761281083057,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,24.43782091140747
1,30,300,5,0.5,1819.6925736230564,oracle,1476.008749024693,0.8111308307896868,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,25.47151517868042
1,30,300,5,0.5,1819.6925736230564,oracle,2765.7709102168296,1.5199110829529332,10,"[0, 5, 7, 8, 13, 15, 27, 28]",8,0.8,0.5,0.5,26.024616956710815
