seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
3,30,300,5,0.2,89.05840694065654,oracle,0.0,0.0,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,26.1106219291687
3,30,300,5,0.2,89.05840694065654,oracle,0.8905840694065654,0.01,10,"[1, 3, 4, 5, 6, 7, 15, 16, 23, 25]",10,1.0,0.5,0.5,24.16643500328064
3,30,300,5,0.2,89.05840694065654,oracle,1.6687919457759237,0.01873817422860384,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,20.953944206237793
3,30,300,5,0.2,89.05840694065654,oracle,3.1270114231240065,0.03511191734215131,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,20.419286727905273
3,30,300,5,0.2,89.05840694065654,oracle,5.859448486133209,0.0657933224657568,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,20.517831087112427
3,30,300,5,0.2,89.05840694065654,oracle,10.979536661669306,0.12328467394420659,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,22.405978202819824
3,30,300,5,0.2,89.05840694065654,oracle,20.573647091570283,0.23101297000831592,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,21.904459953308105
3,30,300,5,0.2,89.05840694065654,oracle,38.55125837196526,0.4328761281083057,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,21.775909185409546
3,30,300,5,0.2,89.05840694065654,oracle,72.23801961058075,0.8111308307896868,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,20.422643899917603
3,30,300,5,0.2,89.05840694065654,oracle,135.3608597392363,1.5199110829529332,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,16.981261014938354
3,30,300,5,0.2,89.05840694065654,oracle,253.64153735274155,2.848035868435799,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,15.944094896316528
3,30,300,5,0.2,89.05840694065654,oracle,475.2779318526602,5.336699231206307,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,16.020262002944946
3,30,300,5,0.2,89.05840694065654,oracle,890.5840694065654,10.0,10,"[1, 3, 4, 7, 8, 15, 16, 20, 21, 23]",10,1.0,0.5,0.5,19.448917150497437
3,30,300,5,0.2,89.05840694065654,uniform,0.0,0.0,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,19.51559090614319
3,30,300,5,0.2,89.05840694065654,uniform,0.8905840694065654,0.01,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,17.3133602142334
3,30,300,5,0.2,89.05840694065654,uniform,1.6687919457759237,0.01873817422860384,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,15.692815780639648
3,30,300,5,0.2,89.05840694065654,uniform,3.1270114231240065,0.03511191734215131,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,14.564826011657715
3,30,300,5,0.2,89.05840694065654,uniform,5.859448486133209,0.0657933224657568,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,14.814773082733154
3,30,300,5,0.2,89.05840694065654,uniform,10.979536661669306,0.12328467394420659,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.739271879196167
3,30,300,5,0.2,89.05840694065654,uniform,20.573647091570283,0.23101297000831592,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.55640697479248
3,30,300,5,0.2,89.05840694065654,uniform,38.55125837196526,0.4328761281083057,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,9.498812198638916
3,30,300,5,0.2,89.05840694065654,uniform,72.23801961058075,0.8111308307896868,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.205537796020508
3,30,300,5,0.2,89.05840694065654,uniform,135.3608597392363,1.5199110829529332,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.591859102249146
3,30,300,5,0.2,89.05840694065654,uniform,253.64153735274155,2.848035868435799,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.782100200653076
3,30,300,5,0.2,89.05840694065654,uniform,475.2779318526602,5.336699231206307,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,10.15029501914978
3,30,300,5,0.2,89.05840694065654,uniform,890.5840694065654,10.0,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,9.299299716949463
3,30,300,5,0.2,89.05840694065654,adversarial,0.0,0.0,10,"[1, 4, 5, 6, 7, 15, 16, 23, 25, 28]",10,0.8,0.4,0.6,8.975443124771118
3,30,300,5,0.2,89.05840694065654,adversarial,0.8905840694065654,0.01,10,"[4, 6, 7, 15, 17, 22, 23, 25, 27, 28]",10,0.4,0.2,0.8,8.540113925933838
3,30,300,5,0.2,89.05840694065654,adversarial,1.6687919457759237,0.01873817422860384,10,"[4, 5, 6, 14, 15, 21, 23, 25, 27, 28]",10,0.2,0.1,0.9,9.249604940414429
3,30,300,5,0.2,89.05840694065654,adversarial,3.1270114231240065,0.03511191734215131,10,"[4, 5, 6, 14, 15, 21, 23, 25, 27, 28]",10,0.2,0.1,0.9,9.060646295547485
3,30,300,5,0.2,89.05840694065654,adversarial,5.859448486133209,0.0657933224657568,10,"[4, 5, 6, 12, 14, 18, 21, 23, 25, 27]",10,0.0,0.0,1.0,8.576488971710205
3,30,300,5,0.2,89.05840694065654,adversarial,10.979536661669306,0.12328467394420659,10,"[4, 5, 6, 12, 14, 18, 21, 23, 25, 27]",10,0.0,0.0,1.0,8.490206956863403
3,30,300,5,0.2,89.05840694065654,adversarial,20.573647091570283,0.23101297000831592,10,"[4, 5, 6, 12, 14, 18, 21, 23, 25, 27]",10,0.0,0.0,1.0,8.413525104522705
3,30,300,5,0.2,89.05840694065654,adversarial,38.55125837196526,0.4328761281083057,10,"[4, 5, 6, 12, 14, 18, 21, 23, 25, 27]",10,0.0,0.0,1.0,8.639385223388672
