seed,p,n,k_star,p_edge,mu_scale,q_source,mu,mu_relative,K,support,k_actual,S_recall,S_precision,C_inclusion,fit_seconds
3,30,300,5,0.4,932.6269327115605,oracle,0.0,0.0,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,27.21167516708374
3,30,300,5,0.4,932.6269327115605,oracle,9.326269327115606,0.01,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,20.902601957321167
3,30,300,5,0.4,932.6269327115605,oracle,17.47572595543761,0.01873817422860384,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,24.431605100631714
3,30,300,5,0.4,932.6269327115605,oracle,32.74631977243242,0.03511191734215131,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,22.763316869735718
3,30,300,5,0.4,932.6269327115605,oracle,61.360624524141365,0.0657933224657568,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.031150102615356
3,30,300,5,0.4,932.6269327115605,oracle,114.97860731093023,0.12328467394420659,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.113521099090576
3,30,300,5,0.4,932.6269327115605,oracle,215.4489176354434,0.23101297000831592,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.081297159194946
3,30,300,5,0.4,932.6269327115605,oracle,403.71193560170565,0.4328761281083057,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,20.94558572769165
3,30,300,5,0.4,932.6269327115605,oracle,756.4824587471654,0.8111308307896868,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.166188955307007
3,30,300,5,0.4,932.6269327115605,oracle,1417.5100112887003,1.5199110829529332,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,24.61803913116455
3,30,300,5,0.4,932.6269327115605,oracle,2656.1549562317846,2.848035868435799,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.119309186935425
3,30,300,5,0.4,932.6269327115605,oracle,4977.149434804081,5.336699231206307,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.847681999206543
3,30,300,5,0.4,932.6269327115605,oracle,9326.269327115604,10.0,10,"[0, 3, 21, 24]",4,0.2,0.25,0.75,21.53865885734558
3,30,300,5,0.4,932.6269327115605,uniform,0.0,0.0,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.539741039276123
3,30,300,5,0.4,932.6269327115605,uniform,9.326269327115606,0.01,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.54998803138733
3,30,300,5,0.4,932.6269327115605,uniform,17.47572595543761,0.01873817422860384,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.387314319610596
3,30,300,5,0.4,932.6269327115605,uniform,32.74631977243242,0.03511191734215131,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.62048602104187
3,30,300,5,0.4,932.6269327115605,uniform,61.360624524141365,0.0657933224657568,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.875783920288086
3,30,300,5,0.4,932.6269327115605,uniform,114.97860731093023,0.12328467394420659,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.340574026107788
3,30,300,5,0.4,932.6269327115605,uniform,215.4489176354434,0.23101297000831592,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.475435972213745
3,30,300,5,0.4,932.6269327115605,uniform,403.71193560170565,0.4328761281083057,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.475800037384033
3,30,300,5,0.4,932.6269327115605,uniform,756.4824587471654,0.8111308307896868,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.96345090866089
3,30,300,5,0.4,932.6269327115605,uniform,1417.5100112887003,1.5199110829529332,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,26.407840967178345
3,30,300,5,0.4,932.6269327115605,uniform,2656.1549562317846,2.848035868435799,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.72489309310913
3,30,300,5,0.4,932.6269327115605,uniform,4977.149434804081,5.336699231206307,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.45600724220276
3,30,300,5,0.4,932.6269327115605,uniform,9326.269327115604,10.0,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.38227391242981
3,30,300,5,0.4,932.6269327115605,adversarial,0.0,0.0,10,"[0, 3, 4, 21, 24]",5,0.2,0.2,0.8,25.74236297607422
3,30,300,5,0.4,932.6269327115605,adversarial,9.326269327115606,0.01,10,"[21, 23, 24]",3,0.0,0.0,1.0,26.601540088653564
3,30,300,5,0.4,932.6269327115605,adversarial,17.47572595543761,0.01873817422860384,10,"[21, 23, 24]",3,0.0,0.0,1.0,26.96311926841736
3,30,300,5,0.4,932.6269327115605,adversarial,32.74631977243242,0.03511191734215131,10,"[21, 23, 24]",3,0.0,0.0,1.0,29.233097314834595
3,30,300,5,0.4,932.6269327115605,adversarial,61.360624524141365,0.0657933224657568,10,"[21, 23, 24]",3,0.0,0.0,1.0,31.32620096206665
