seed,arm,mu_rel,auc_source,auc_PR,auc_SD
0,vanilla,0.0,0.8564591541595019,0.7945848472667755,0.7562310344827587
0,causal,1.0,0.8564591541595019,0.7945848472667755,0.7562310344827587
0,causal,2.0,0.85456103712082,0.7947401814355635,0.7464112852664578
0,causal,4.0,0.85456103712082,0.7947401814355635,0.7464112852664578
0,causal,8.0,0.849303228142373,0.7832503789759637,0.7419979623824452
0,causal,16.0,0.8351838876692432,0.8164695597573502,0.7652227272727272
0,causal,32.0,0.8351838876692432,0.8164695597573502,0.7652227272727272
0,causal,64.0,0.8351838876692432,0.8164695597573502,0.7652227272727272
0,cfs_iamb,,0.6623152880265112,0.5863684250625935,0.6210753918495298
0,cfs_hiton_mb,,0.6623152880265112,0.5863684250625935,0.6210753918495298
0,cfs_cg,,0.70713983121588,0.533614905249441,0.5634744514106583
1,vanilla,0.0,0.8536162564410911,0.8190072908331111,0.7851405280436228
1,causal,1.0,0.8536162564410911,0.8190072908331111,0.7851405280436228
1,causal,2.0,0.8536162564410911,0.8190072908331111,0.7851405280436228
1,causal,4.0,0.8543891227185445,0.7980377258851518,0.7620742259104584
1,causal,8.0,0.8543891227185445,0.7980377258851518,0.7620742259104584
1,causal,16.0,0.8278843480678343,0.8180551850863935,0.7818738902090453
1,causal,32.0,0.8278843480678343,0.8180551850863935,0.7818738902090453
1,causal,64.0,0.8278843480678343,0.8180551850863935,0.7818738902090453
1,cfs_iamb,,0.6503402706389692,0.573260276814558,0.6213892461355064
1,cfs_hiton_mb,,0.6495780075127207,0.5676355445627251,0.6202294958579897
1,cfs_cg,,0.7179357474898332,0.5331873011254179,0.5619700644684249
2,vanilla,0.0,0.8659767278863569,0.7961005528389711,0.7460082285065734
2,causal,1.0,0.8659767278863569,0.7961005528389711,0.7460082285065734
2,causal,2.0,0.8659767278863569,0.7961005528389711,0.7460082285065734
2,causal,4.0,0.8659767278863569,0.7961005528389711,0.7460082285065734
2,causal,8.0,0.8418247093559744,0.8112352338223187,0.7672134997950755
2,causal,16.0,0.8377310989042952,0.8146514089832133,0.7727768845171664
2,causal,32.0,0.8377310989042952,0.8146514089832133,0.7727768845171664
2,causal,64.0,0.8377310989042952,0.8146514089832133,0.7727768845171664
2,cfs_iamb,,0.6616104846259239,0.5862956428223355,0.6311461584539235
2,cfs_hiton_mb,,0.6613492286772032,0.5842388802070205,0.6301823827989533
2,cfs_cg,,0.7293867125996665,0.5387323351985347,0.5633643872757654
3,vanilla,0.0,0.8639563427641389,0.8047875651115379,0.7464418442415016
3,causal,1.0,0.8639563427641389,0.8047875651115379,0.7464418442415016
3,causal,2.0,0.8639563427641389,0.8047875651115379,0.7464418442415016
3,causal,4.0,0.8639563427641389,0.8047875651115379,0.7464418442415016
3,causal,8.0,0.8582457844340072,0.7941442314519672,0.7435830479452054
3,causal,16.0,0.8382245568595375,0.8225467111117081,0.7691998033992897
3,causal,32.0,0.8382245568595375,0.8225467111117081,0.7691998033992897
3,causal,64.0,0.8382245568595375,0.8225467111117081,0.7691998033992897
3,cfs_iamb,,0.6379667123129227,0.5695195803180366,0.6182854515474379
3,cfs_hiton_mb,,0.6330743269759045,0.5704931749227106,0.6196082255200407
3,cfs_cg,,0.7161905307771429,0.5377971558499794,0.5573969431760527
4,vanilla,0.0,0.8630110265099857,0.7892353823088455,0.778619044606655
4,causal,1.0,0.8630110265099857,0.7892353823088455,0.778619044606655
4,causal,2.0,0.8630110265099857,0.7892353823088455,0.778619044606655
4,causal,4.0,0.8622807906453485,0.7613351388821719,0.755670682905351
4,causal,8.0,0.8565394658706271,0.7577333913688318,0.758658706576642
4,causal,16.0,0.8418887220588731,0.8006948138833809,0.7916259487856393
4,causal,32.0,0.8418887220588731,0.8006948138833809,0.7916259487856393
4,causal,64.0,0.8418887220588731,0.8006948138833809,0.7916259487856393
4,cfs_iamb,,0.6427491214349754,0.5812745240283085,0.6201689709446644
4,cfs_hiton_mb,,0.6434647886815504,0.5725666199158486,0.618199720458961
4,cfs_cg,,0.7032997790984938,0.5237071786687302,0.56263015952597
5,vanilla,0.0,0.8646873856535394,0.7865647197564304,0.747478723701809
5,causal,1.0,0.8646873856535394,0.7865647197564304,0.747478723701809
5,causal,2.0,0.8646873856535394,0.7865647197564304,0.747478723701809
5,causal,4.0,0.8646873856535394,0.7865647197564304,0.747478723701809
5,causal,8.0,0.8454853144606745,0.8149143537528335,0.7780925642929428
5,causal,16.0,0.8424294476689914,0.8168820790423201,0.7795538397774601
5,causal,32.0,0.8424294476689914,0.8168820790423201,0.7795538397774601
5,causal,64.0,0.8424294476689914,0.8168820790423201,0.7795538397774601
5,cfs_iamb,,0.6526835928048462,0.5695450338027095,0.6221236949435259
5,cfs_hiton_mb,,0.6526835928048462,0.5695450338027095,0.6221236949435259
5,cfs_cg,,0.71370835400231,0.5224360840660432,0.5586866987220236
6,vanilla,0.0,0.8608603348391579,0.7744094847241222,0.7475681152212378
6,causal,1.0,0.8620483725711221,0.7795791805094132,0.7534733819620074
6,causal,2.0,0.8620483725711221,0.7795791805094132,0.7534733819620074
6,causal,4.0,0.8620483725711221,0.7795791805094132,0.7534733819620074
6,causal,8.0,0.8620483725711221,0.7795791805094132,0.7534733819620074
6,causal,16.0,0.8385563947754865,0.7968842420689206,0.7657772813516602
6,causal,32.0,0.8385563947754865,0.7968842420689206,0.7657772813516602
6,causal,64.0,0.8385563947754865,0.7968842420689206,0.7657772813516602
6,cfs_iamb,,0.6451344389876565,0.5949416976092763,0.6232811396036071
6,cfs_hiton_mb,,0.6426871823914735,0.5891697609276267,0.6225094892142475
6,cfs_cg,,0.7112224250906101,0.5341616181356263,0.5609011577462268
7,vanilla,0.0,0.8674881681392927,0.7798068707581692,0.7461906652189066
7,causal,1.0,0.8675143641408585,0.8058596508197514,0.7705782086108172
7,causal,2.0,0.8644206677206705,0.7974461156518515,0.7561402934859605
7,causal,4.0,0.8644206677206705,0.7974461156518515,0.7561402934859605
7,causal,8.0,0.8478997227333012,0.8301487965694572,0.7847287840451137
7,causal,16.0,0.8441441920382647,0.8162341409940191,0.7711984974666296
7,causal,32.0,0.8441441920382647,0.8162341409940191,0.7711984974666296
7,causal,64.0,0.8441441920382647,0.8162341409940191,0.7711984974666296
7,cfs_iamb,,0.6523637782236235,0.6082739275523528,0.6248917954531443
7,cfs_hiton_mb,,0.6498876140168127,0.6030226822072834,0.6232487534458743
7,cfs_cg,,0.7141855714477965,0.5351117989392401,0.562409016961692
8,vanilla,0.0,0.85409130080348,0.7951457399623961,0.7638257938699822
8,causal,1.0,0.8561997986707927,0.7945700009092364,0.7586095736592857
8,causal,2.0,0.8540458969536991,0.7892191120145956,0.7444047399858967
8,causal,4.0,0.8540458969536991,0.7892191120145956,0.7444047399858967
8,causal,8.0,0.848458765672413,0.7766401262577491,0.739513858359041
8,causal,16.0,0.8327866761562007,0.8127394626479749,0.7826974670559457
8,causal,32.0,0.8327866761562007,0.8127394626479749,0.7826974670559457
8,causal,64.0,0.8327866761562007,0.8127394626479749,0.7826974670559457
8,cfs_iamb,,0.6499934934084218,0.5734092180634063,0.6236324193792828
8,cfs_hiton_mb,,0.6477315796840151,0.5729675415909247,0.6222504349329095
8,cfs_cg,,0.7107001221893917,0.5383153510282667,0.5604813508032952
9,vanilla,0.0,0.8582309522746266,0.785132451114071,0.7525240059706404
9,causal,1.0,0.8584708231526433,0.7940610459999318,0.7525190823205703
9,causal,2.0,0.8584708231526433,0.7940610459999318,0.7525190823205703
9,causal,4.0,0.8584708231526433,0.7940610459999318,0.7525190823205703
9,causal,8.0,0.8390844077549744,0.8171818637998481,0.7729233235209753
9,causal,16.0,0.8381554184662299,0.8205023369089748,0.7738464284954184
9,causal,32.0,0.8381554184662299,0.8205023369089748,0.7738464284954184
9,causal,64.0,0.8381554184662299,0.8205023369089748,0.7738464284954184
9,cfs_iamb,,0.6463777583556086,0.5905378174662599,0.6263410196275753
9,cfs_hiton_mb,,0.6441353484188299,0.585575662518292,0.6249508032061539
9,cfs_cg,,0.7100250716103884,0.5343485554250705,0.5627693911604916
10,vanilla,0.0,0.865013508198346,0.7779167596060907,0.7468213362255283
10,causal,1.0,0.8637503084122472,0.7867697204638511,0.7505354490368519
10,causal,2.0,0.8637503084122472,0.7867697204638511,0.7505354490368519
10,causal,4.0,0.8637503084122472,0.7867697204638511,0.7505354490368519
10,causal,8.0,0.8471516644970274,0.806837585472222,0.7725991244822734
10,causal,16.0,0.8416389568800966,0.8074298339396829,0.7741995771736655
10,causal,32.0,0.8416389568800966,0.8074298339396829,0.7741995771736655
10,causal,64.0,0.8416389568800966,0.8074298339396829,0.7741995771736655
10,cfs_iamb,,0.6530462871294795,0.5723379585118412,0.6182733281462446
10,cfs_hiton_mb,,0.6519756191730731,0.5738769071810768,0.6166079582517938
10,cfs_cg,,0.7170361505609232,0.5259768894905381,0.5538195050259747
11,vanilla,0.0,0.8642604831066371,0.8010803748851324,0.7607546930492136
