auc_vanilla,auc_causal,auc_iamb_soft,auc_cfs_iamb,auc_cfs_hiton_mb,auc_cfs_cg
0.7407936507936508,0.7658730158730158,0.7342592592592592,0.7172486772486772,0.7291269841269842,0.7204761904761905
0.7226984126984127,0.7606349206349207,0.7334391534391534,0.7565873015873016,0.7452380952380953,0.7483333333333333
0.6883862433862433,0.7069047619047619,0.7155555555555556,0.7421693121693121,0.7350529100529101,0.722936507936508
0.7143121693121692,0.7425396825396824,0.7234391534391534,0.7066137566137566,0.7048148148148148,0.6993386243386244
0.7507936507936508,0.7450529100529101,0.6955820105820106,0.7385714285714285,0.7385714285714285,0.7272751322751323
0.6944708994708996,0.6880687830687832,0.6757936507936508,0.6627777777777777,0.6866402116402117,0.6524867724867724
0.7392063492063492,0.7649470899470899,0.7541534391534391,0.7321957671957672,0.7432539682539682,0.7170370370370371
0.7422486772486772,0.7422486772486772,0.7327248677248677,0.7179365079365079,0.7286243386243385,0.7161111111111111
0.716031746031746,0.7084920634920635,0.7063492063492064,0.6956084656084656,0.6941005291005291,0.6806878306878308
0.7466137566137566,0.7414021164021164,0.7447619047619046,0.7287830687830686,0.7448148148148149,0.679973544973545
0.7351322751322752,0.7177248677248678,0.7216931216931217,0.7216931216931217,0.7216931216931217,0.7178042328042328
0.7235449735449736,0.7426190476190476,0.7111375661375662,0.7111375661375662,0.7234656084656085,0.633968253968254
0.7288624338624339,0.7180423280423279,0.730978835978836,0.7183333333333333,0.7405291005291006,0.6761904761904762
0.7579100529100529,0.7669841269841269,0.7734656084656084,0.7792063492063491,0.7631481481481481,0.74515873015873
0.7476984126984126,0.7487830687830688,0.7465343915343915,0.7241798941798943,0.728994708994709,0.722936507936508
0.7042857142857142,0.7210846560846561,0.7312433862433863,0.7225925925925925,0.7225925925925925,0.731984126984127
0.6988888888888889,0.6988888888888889,0.6919841269841269,0.7022751322751323,0.7022751322751323,0.7278571428571429
0.778968253968254,0.7491269841269841,0.7670105820105818,0.7483862433862434,0.7483862433862434,0.7287301587301588
0.7338888888888888,0.7338888888888888,0.7312698412698412,0.7218783068783069,0.7218783068783069,0.6998941798941799
0.735,0.7425925925925927,0.7445238095238095,0.72494708994709,0.7240740740740741,0.6106084656084656
0.7618518518518518,0.7603439153439153,0.7298412698412698,0.7357142857142858,0.7493915343915344,0.7441005291005292
0.665952380952381,0.6694179894179894,0.6982804232804234,0.6847619047619047,0.7032275132275132,0.6323544973544973
0.7389417989417989,0.7760582010582011,0.7394708994708994,0.7232804232804233,0.7305026455026454,0.6817724867724868
0.7267724867724867,0.7075132275132275,0.7273015873015872,0.71505291005291,0.7042328042328043,0.6075661375661376
0.737910052910053,0.7470105820105822,0.7358994708994709,0.7215873015873014,0.7383862433862434,0.7215608465608465
